,dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,district,Mmm,quarter,fiscal_year
648,16_1,12/1/2020,2997,665356234,3121,648963721,Hyderabad,Dec,Q3,2020
649,14_3,12/1/2020,826,11688937,863,11959717,Nagarkurnool,Dec,Q3,2020
650,15_2,12/1/2020,10145,1166982096,11757,1307431183,Medchal_Malkajgiri,Dec,Q3,2020
651,21_6,12/1/2020,127,3456418,146,3297808,Mulugu,Dec,Q3,2020
652,22_2,12/1/2020,270,11532231,329,13133485,Bhadradri Kothagudem,Dec,Q3,2020
653,20_2,12/1/2020,344,7789379,416,9773232,Jagtial,Dec,Q3,2020
654,14_2,12/1/2020,500,7741152,581,8329820,Jogulamba Gadwal,Dec,Q3,2020
655,21_2,12/1/2020,292,6098924,280,6923601,Warangal,Dec,Q3,2020
656,22_1,12/1/2020,1630,75497225,1898,80565370,Khammam,Dec,Q3,2020
657,17_2,12/1/2020,2877,214132651,3354,251767884,Sangareddy,Dec,Q3,2020
658,23_2,12/1/2020,1154,33456008,1355,38571467,Suryapet,Dec,Q3,2020
659,19_4,12/1/2020,43,1039265,43,1157235,Kumurambheem Asifabad,Dec,Q3,2020
660,19_3,12/1/2020,503,15595943,582,16868604,Mancherial,Dec,Q3,2020
661,18_2,12/1/2020,672,18867107,760,20196835,Kamareddy,Dec,Q3,2020
662,19_1,12/1/2020,371,12503383,463,15525053,Adilabad,Dec,Q3,2020
663,14_5,12/1/2020,202,1718829,233,2066770,Narayanpet,Dec,Q3,2020
664,14_4,12/1/2020,428,9554012,457,9579862,Wanaparthy,Dec,Q3,2020
665,18_1,12/1/2020,1463,43642023,1727,52091325,Nizamabad,Dec,Q3,2020
666,19_2,12/1/2020,160,2977435,182,3200390,Nirmal,Dec,Q3,2020
667,21_1,12/1/2020,1775,101218608,2174,126286106,Hanumakonda,Dec,Q3,2020
668,15_1,12/1/2020,11189,1792042623,13168,2074270805,Rangareddy,Dec,Q3,2020
669,17_1,12/1/2020,500,14062784,429,13961250,Medak,Dec,Q3,2020
670,21_3,12/1/2020,334,7872988,365,12288108,Jangoan,Dec,Q3,2020
671,15_3,12/1/2020,578,8169835,624,8571986,Vikarabad,Dec,Q3,2020
672,14_1,1/1/2021,3954,79370990,4116,79833516,Mahabubnagar,Jan,Q4,2020
673,17_3,1/1/2021,3867,44888287,3989,46725414,Siddipet,Jan,Q4,2020
674,20_3,1/1/2021,1667,19340158,1700,19576930,Rajanna Sircilla,Jan,Q4,2020
675,21_5,1/1/2021,1477,27949112,1898,32364121,Mahabubabad,Jan,Q4,2020
676,23_1,1/1/2021,8549,129561395,8701,127273791,Nalgonda,Jan,Q4,2020
677,23_3,1/1/2021,7142,114656785,7388,126420264,Yadadri Bhuvanagiri,Jan,Q4,2020
678,20_1,1/1/2021,4034,110112162,4156,110928964,Karimnagar,Jan,Q4,2020
679,20_4,1/1/2021,1540,35298150,1526,34635106,Peddapalli,Jan,Q4,2020
680,16_1,1/1/2021,6473,934665789,6803,908230432,Hyderabad,Jan,Q4,2020
681,14_3,1/1/2021,3146,33067131,3223,33781223,Nagarkurnool,Jan,Q4,2020
682,15_2,1/1/2021,20781,1925802906,20610,1812802185,Medchal_Malkajgiri,Jan,Q4,2020
683,21_6,1/1/2021,810,9883449,898,9423286,Mulugu,Jan,Q4,2020
684,22_2,1/1/2021,803,19858466,1024,23814628,Bhadradri Kothagudem,Jan,Q4,2020
685,20_2,1/1/2021,1828,33896496,1881,33398373,Jagtial,Jan,Q4,2020
686,14_2,1/1/2021,3346,41289122,3561,42898294,Jogulamba Gadwal,Jan,Q4,2020
687,21_2,1/1/2021,950,18594943,1009,20731077,Warangal,Jan,Q4,2020
688,22_1,1/1/2021,5518,162226288,5902,166512471,Khammam,Jan,Q4,2020
689,17_2,1/1/2021,8148,590462146,8318,575419839,Sangareddy,Jan,Q4,2020
690,23_2,1/1/2021,4993,85323706,5017,82778338,Suryapet,Jan,Q4,2020
691,19_4,1/1/2021,257,4415248,283,4491698,Kumurambheem Asifabad,Jan,Q4,2020
692,19_3,1/1/2021,2082,44855428,2139,43192088,Mancherial,Jan,Q4,2020
693,18_2,1/1/2021,2571,36514888,2718,35840670,Kamareddy,Jan,Q4,2020
694,19_1,1/1/2021,1952,38551614,1967,38359371,Adilabad,Jan,Q4,2020
695,14_5,1/1/2021,1414,19863923,1502,21335521,Narayanpet,Jan,Q4,2020
696,14_4,1/1/2021,2318,27666804,2461,27289704,Wanaparthy,Jan,Q4,2020
697,18_1,1/1/2021,7154,146747246,7515,144547418,Nizamabad,Jan,Q4,2020
698,19_2,1/1/2021,1427,21685795,1504,22071080,Nirmal,Jan,Q4,2020
699,21_1,1/1/2021,5773,237398313,5969,220593379,Hanumakonda,Jan,Q4,2020
700,15_1,1/1/2021,29331,2927198637,30526,2998803477,Rangareddy,Jan,Q4,2020
701,17_1,1/1/2021,1393,46369648,1452,45564560,Medak,Jan,Q4,2020
702,21_3,1/1/2021,1444,30147574,1549,26590807,Jangoan,Jan,Q4,2020
703,15_3,1/1/2021,1747,28628045,1792,29000326,Vikarabad,Jan,Q4,2020
704,14_1,2/1/2021,3310,71273670,3378,68717372,Mahabubnagar,Feb,Q4,2020
705,17_3,2/1/2021,3383,67500024,3340,65177851,Siddipet,Feb,Q4,2020
706,20_3,2/1/2021,2238,26235213,2227,26474128,Rajanna Sircilla,Feb,Q4,2020
707,21_5,2/1/2021,2039,35977404,1978,31061987,Mahabubabad,Feb,Q4,2020
708,23_1,2/1/2021,6963,108491776,7045,113320097,Nalgonda,Feb,Q4,2020
709,23_3,2/1/2021,6306,110091375,6484,109054471,Yadadri Bhuvanagiri,Feb,Q4,2020
710,20_1,2/1/2021,4423,108104735,4568,107504751,Karimnagar,Feb,Q4,2020
711,20_4,2/1/2021,2054,46597190,2248,48476258,Peddapalli,Feb,Q4,2020
712,16_1,2/1/2021,6584,962450342,6668,907763211,Hyderabad,Feb,Q4,2020
713,14_3,2/1/2021,2551,28537659,2585,26827361,Nagarkurnool,Feb,Q4,2020
714,15_2,2/1/2021,18510,1629806056,18711,1595214532,Medchal_Malkajgiri,Feb,Q4,2020
715,21_6,2/1/2021,1179,13323411,1293,14086429,Mulugu,Feb,Q4,2020
716,22_2,2/1/2021,1028,23092812,930,20093919,Bhadradri Kothagudem,Feb,Q4,2020
717,20_2,2/1/2021,2102,41016225,2096,41712838,Jagtial,Feb,Q4,2020
718,14_2,2/1/2021,2537,29901052,2563,27635480,Jogulamba Gadwal,Feb,Q4,2020
719,21_2,2/1/2021,900,15494825,891,13478757,Warangal,Feb,Q4,2020
720,22_1,2/1/2021,5630,159732794,5689,159475445,Khammam,Feb,Q4,2020
721,17_2,2/1/2021,6945,444599080,7185,493804570,Sangareddy,Feb,Q4,2020
722,23_2,2/1/2021,3863,64695115,3876,59691195,Suryapet,Feb,Q4,2020
723,19_4,2/1/2021,206,3473879,216,3324890,Kumurambheem Asifabad,Feb,Q4,2020
724,19_3,2/1/2021,2476,44942116,2796,48731429,Mancherial,Feb,Q4,2020
725,18_2,2/1/2021,2601,32015829,2613,32500843,Kamareddy,Feb,Q4,2020
726,19_1,2/1/2021,1386,24286523,1411,22399667,Adilabad,Feb,Q4,2020
727,14_5,2/1/2021,1079,14663381,1043,12734876,Narayanpet,Feb,Q4,2020
728,14_4,2/1/2021,1941,22259156,2016,22051415,Wanaparthy,Feb,Q4,2020
729,18_1,2/1/2021,7167,117576137,7106,115846156,Nizamabad,Feb,Q4,2020
730,19_2,2/1/2021,1350,18523187,1343,17029208,Nirmal,Feb,Q4,2020
731,21_1,2/1/2021,6344,232297899,6436,220605678,Hanumakonda,Feb,Q4,2020
732,15_1,2/1/2021,25991,2642344782,26731,2597611681,Rangareddy,Feb,Q4,2020
733,17_1,2/1/2021,1235,19185834,1434,21496709,Medak,Feb,Q4,2020
734,21_3,2/1/2021,1649,26715409,1679,25858843,Jangoan,Feb,Q4,2020
735,15_3,2/1/2021,1437,20751052,1483,19907195,Vikarabad,Feb,Q4,2020
736,14_1,3/1/2021,3573,71235534,3810,75654410,Mahabubnagar,Mar,Q4,2020
737,17_3,3/1/2021,3369,44438539,3446,42040655,Siddipet,Mar,Q4,2020
738,20_3,3/1/2021,2277,26378069,2234,25457866,Rajanna Sircilla,Mar,Q4,2020
739,21_5,3/1/2021,3089,39702418,3140,42205319,Mahabubabad,Mar,Q4,2020
740,23_1,3/1/2021,6987,122097867,7444,123801118,Nalgonda,Mar,Q4,2020
741,23_3,3/1/2021,7395,123865951,7713,118387423,Yadadri Bhuvanagiri,Mar,Q4,2020
742,20_1,3/1/2021,3832,88077953,3890,91217145,Karimnagar,Mar,Q4,2020
743,20_4,3/1/2021,2522,53764905,2393,52096800,Peddapalli,Mar,Q4,2020
744,16_1,3/1/2021,6347,887083310,6890,919447441,Hyderabad,Mar,Q4,2020
745,14_3,3/1/2021,2700,26281387,2698,26739367,Nagarkurnool,Mar,Q4,2020
746,15_2,3/1/2021,19319,1686890849,20115,1759844910,Medchal_Malkajgiri,Mar,Q4,2020
747,21_6,3/1/2021,935,12748046,946,12633493,Mulugu,Mar,Q4,2020
748,22_2,3/1/2021,879,17503836,920,18245061,Bhadradri Kothagudem,Mar,Q4,2020
749,20_2,3/1/2021,2032,39405081,2075,38401196,Jagtial,Mar,Q4,2020
750,14_2,3/1/2021,2531,26375490,2594,26484729,Jogulamba Gadwal,Mar,Q4,2020
751,21_2,3/1/2021,1076,16698092,1123,18517366,Warangal,Mar,Q4,2020
752,22_1,3/1/2021,5396,148814056,5721,154833480,Khammam,Mar,Q4,2020
753,17_2,3/1/2021,7882,597908360,8248,605185751,Sangareddy,Mar,Q4,2020
754,23_2,3/1/2021,3564,89918145,3756,93771841,Suryapet,Mar,Q4,2020
755,19_4,3/1/2021,232,3533582,221,3298302,Kumurambheem Asifabad,Mar,Q4,2020
756,19_3,3/1/2021,1819,34071354,1660,32086904,Mancherial,Mar,Q4,2020
757,18_2,3/1/2021,2700,33325709,2830,34320137,Kamareddy,Mar,Q4,2020
758,19_1,3/1/2021,1517,24666605,1550,31751084,Adilabad,Mar,Q4,2020
759,14_5,3/1/2021,1094,12617140,1112,12954135,Narayanpet,Mar,Q4,2020
760,14_4,3/1/2021,2299,25221982,2422,25002780,Wanaparthy,Mar,Q4,2020
761,18_1,3/1/2021,6056,116813896,6373,119947201,Nizamabad,Mar,Q4,2020
762,19_2,3/1/2021,1561,21560244,1825,25447309,Nirmal,Mar,Q4,2020
763,21_1,3/1/2021,6207,208838865,6613,223960753,Hanumakonda,Mar,Q4,2020
764,15_1,3/1/2021,28520,2956838178,29875,2984010113,Rangareddy,Mar,Q4,2020
765,17_1,3/1/2021,1375,38983568,1346,23454589,Medak,Mar,Q4,2020
766,21_3,3/1/2021,2067,28609497,2129,30719167,Jangoan,Mar,Q4,2020
767,15_3,3/1/2021,1580,31719544,1620,31749674,Vikarabad,Mar,Q4,2020
768,14_1,4/1/2021,2784,51136932,2765,50954652,Mahabubnagar,Apr,Q1,2021
769,17_3,4/1/2021,3943,55329837,4448,63340986,Siddipet,Apr,Q1,2021
770,20_3,4/1/2021,1403,16496300,1374,16480338,Rajanna Sircilla,Apr,Q1,2021
771,21_5,4/1/2021,1038,18044597,1094,14657501,Mahabubabad,Apr,Q1,2021
772,23_1,4/1/2021,5901,96865061,5915,94722515,Nalgonda,Apr,Q1,2021
773,23_3,4/1/2021,6310,92841579,6473,95086207,Yadadri Bhuvanagiri,Apr,Q1,2021
774,20_1,4/1/2021,3059,74032962,3205,77657716,Karimnagar,Apr,Q1,2021
775,20_4,4/1/2021,1487,37243838,1611,39987198,Peddapalli,Apr,Q1,2021
776,16_1,4/1/2021,4406,682848285,4595,682010609,Hyderabad,Apr,Q1,2021
777,14_3,4/1/2021,2361,23353518,2493,25409508,Nagarkurnool,Apr,Q1,2021
778,15_2,4/1/2021,13208,1205452291,13570,1131522509,Medchal_Malkajgiri,Apr,Q1,2021
779,21_6,4/1/2021,838,10806323,934,11297914,Mulugu,Apr,Q1,2021
780,22_2,4/1/2021,818,12796195,985,13743476,Bhadradri Kothagudem,Apr,Q1,2021
781,20_2,4/1/2021,1300,25835461,1301,25806876,Jagtial,Apr,Q1,2021
782,14_2,4/1/2021,2143,24154048,2130,23717258,Jogulamba Gadwal,Apr,Q1,2021
783,21_2,4/1/2021,891,15607625,912,13998410,Warangal,Apr,Q1,2021
784,22_1,4/1/2021,4575,119253411,5064,126183886,Khammam,Apr,Q1,2021
785,17_2,4/1/2021,5598,334373836,5929,381192543,Sangareddy,Apr,Q1,2021
786,23_2,4/1/2021,2864,45286859,3125,48886580,Suryapet,Apr,Q1,2021
787,19_4,4/1/2021,225,2735135,218,2751315,Kumurambheem Asifabad,Apr,Q1,2021
788,19_3,4/1/2021,1408,27409615,1469,27613236,Mancherial,Apr,Q1,2021
789,18_2,4/1/2021,2092,26448596,2110,25816135,Kamareddy,Apr,Q1,2021
790,19_1,4/1/2021,959,21996377,1056,16773745,Adilabad,Apr,Q1,2021
791,14_5,4/1/2021,921,10540870,936,20859035,Narayanpet,Apr,Q1,2021
792,14_4,4/1/2021,1935,20806352,2006,21085087,Wanaparthy,Apr,Q1,2021
793,18_1,4/1/2021,4054,68844805,4121,66604950,Nizamabad,Apr,Q1,2021
794,19_2,4/1/2021,1278,17376631,1212,16376752,Nirmal,Apr,Q1,2021
795,21_1,4/1/2021,4150,141041302,4372,140719627,Hanumakonda,Apr,Q1,2021
796,15_1,4/1/2021,21898,2018852163,22535,2083518088,Rangareddy,Apr,Q1,2021
797,17_1,4/1/2021,898,18397464,917,19978664,Medak,Apr,Q1,2021
798,21_3,4/1/2021,1178,19237074,1224,18540114,Jangoan,Apr,Q1,2021
799,15_3,4/1/2021,1287,17759965,1313,16762616,Vikarabad,Apr,Q1,2021
800,14_1,5/1/2021,652,18952470,718,18902087,Mahabubnagar,May,Q1,2021
801,17_3,5/1/2021,1289,16026009,985,12804207,Siddipet,May,Q1,2021
802,20_3,5/1/2021,142,1487250,153,1638261,Rajanna Sircilla,May,Q1,2021
803,21_5,5/1/2021,366,5058509,297,4463020,Mahabubabad,May,Q1,2021
804,23_1,5/1/2021,1334,22656148,1274,20381319,Nalgonda,May,Q1,2021
805,23_3,5/1/2021,2039,38327504,1995,33281833,Yadadri Bhuvanagiri,May,Q1,2021
806,20_1,5/1/2021,893,27258144,598,15656499,Karimnagar,May,Q1,2021
807,20_4,5/1/2021,387,10313321,361,8984989,Peddapalli,May,Q1,2021
808,16_1,5/1/2021,1074,147110463,1038,131457662,Hyderabad,May,Q1,2021
809,14_3,5/1/2021,709,5954941,624,4996377,Nagarkurnool,May,Q1,2021
810,15_2,5/1/2021,2885,252478745,3101,273491208,Medchal_Malkajgiri,May,Q1,2021
811,21_6,5/1/2021,161,2048729,94,1263297,Mulugu,May,Q1,2021
812,22_2,5/1/2021,467,7491966,343,5194282,Bhadradri Kothagudem,May,Q1,2021
813,20_2,5/1/2021,244,4743434,246,4568479,Jagtial,May,Q1,2021
814,14_2,5/1/2021,423,5395294,475,5403462,Jogulamba Gadwal,May,Q1,2021
815,21_2,5/1/2021,250,3914733,215,3279027,Warangal,May,Q1,2021
816,22_1,5/1/2021,2072,51282739,1664,42575293,Khammam,May,Q1,2021
817,17_2,5/1/2021,1761,111249215,2466,89184701,Sangareddy,May,Q1,2021
818,23_2,5/1/2021,1083,21806323,978,16786860,Suryapet,May,Q1,2021
819,19_4,5/1/2021,48,720178,46,723798,Kumurambheem Asifabad,May,Q1,2021
820,19_3,5/1/2021,465,9010112,333,5774866,Mancherial,May,Q1,2021
821,18_2,5/1/2021,333,4934615,325,4392132,Kamareddy,May,Q1,2021
822,19_1,5/1/2021,284,5482999,239,5026531,Adilabad,May,Q1,2021
823,14_5,5/1/2021,220,13008376,224,2413041,Narayanpet,May,Q1,2021
824,14_4,5/1/2021,233,3717639,287,3711965,Wanaparthy,May,Q1,2021
825,18_1,5/1/2021,1115,23028397,1132,21282193,Nizamabad,May,Q1,2021
826,19_2,5/1/2021,396,5294856,366,4615699,Nirmal,May,Q1,2021
827,21_1,5/1/2021,635,16859754,576,18688358,Hanumakonda,May,Q1,2021
828,15_1,5/1/2021,4750,396668147,4619,407873854,Rangareddy,May,Q1,2021
829,17_1,5/1/2021,258,6853638,236,5672243,Medak,May,Q1,2021
830,21_3,5/1/2021,189,2806900,162,2385470,Jangoan,May,Q1,2021
831,15_3,5/1/2021,353,6225242,332,5497733,Vikarabad,May,Q1,2021
832,14_1,6/1/2021,2509,59654363,2583,81201988,Mahabubnagar,Jun,Q1,2021
833,17_3,6/1/2021,2606,36753643,2941,38608750,Siddipet,Jun,Q1,2021
834,20_3,6/1/2021,1924,21477044,2047,22282195,Rajanna Sircilla,Jun,Q1,2021
835,21_5,6/1/2021,693,11010800,912,15853933,Mahabubabad,Jun,Q1,2021
836,23_1,6/1/2021,4721,79515393,5143,83238729,Nalgonda,Jun,Q1,2021
837,23_3,6/1/2021,4484,62799321,4877,69270361,Yadadri Bhuvanagiri,Jun,Q1,2021
838,20_1,6/1/2021,2758,66862041,3051,72910750,Karimnagar,Jun,Q1,2021
839,20_4,6/1/2021,1274,33853944,1480,38808666,Peddapalli,Jun,Q1,2021
840,16_1,6/1/2021,4210,674274892,4776,762319760,Hyderabad,Jun,Q1,2021
841,14_3,6/1/2021,2104,22910805,2237,22144487,Nagarkurnool,Jun,Q1,2021
842,15_2,6/1/2021,12698,1212507633,13960,1296136572,Medchal_Malkajgiri,Jun,Q1,2021
843,21_6,6/1/2021,563,7522650,587,7432563,Mulugu,Jun,Q1,2021
844,22_2,6/1/2021,514,14130043,647,15830461,Bhadradri Kothagudem,Jun,Q1,2021
845,20_2,6/1/2021,1185,25505798,1309,27480640,Jagtial,Jun,Q1,2021
846,14_2,6/1/2021,1664,20198618,1712,21039131,Jogulamba Gadwal,Jun,Q1,2021
847,21_2,6/1/2021,642,11696358,694,12260434,Warangal,Jun,Q1,2021
848,22_1,6/1/2021,4310,115630066,4964,125990133,Khammam,Jun,Q1,2021
849,17_2,6/1/2021,5522,365428582,5912,429095813,Sangareddy,Jun,Q1,2021
850,23_2,6/1/2021,2777,45943674,3339,55359358,Suryapet,Jun,Q1,2021
851,19_4,6/1/2021,159,2423000,173,2646000,Kumurambheem Asifabad,Jun,Q1,2021
852,19_3,6/1/2021,749,13915625,1110,23605893,Mancherial,Jun,Q1,2021
853,18_2,6/1/2021,1940,26525454,2169,29840275,Kamareddy,Jun,Q1,2021
854,19_1,6/1/2021,1088,17827544,2045,18942852,Adilabad,Jun,Q1,2021
855,14_5,6/1/2021,773,9847223,807,20747984,Narayanpet,Jun,Q1,2021
856,14_4,6/1/2021,1656,19264341,1760,19135225,Wanaparthy,Jun,Q1,2021
857,18_1,6/1/2021,4124,74337430,5103,81996371,Nizamabad,Jun,Q1,2021
858,19_2,6/1/2021,1115,14269120,1194,15483510,Nirmal,Jun,Q1,2021
859,21_1,6/1/2021,3600,163961756,4244,172634527,Hanumakonda,Jun,Q1,2021
860,15_1,6/1/2021,18333,2077594946,20683,2221325990,Rangareddy,Jun,Q1,2021
861,17_1,6/1/2021,836,25002516,984,26019782,Medak,Jun,Q1,2021
862,21_3,6/1/2021,920,16105494,1033,18038464,Jangoan,Jun,Q1,2021
863,15_3,6/1/2021,1140,19334338,1188,21226533,Vikarabad,Jun,Q1,2021
864,14_1,7/1/2021,2997,103057135,3165,83807604,Mahabubnagar,Jul,Q2,2021
865,17_3,7/1/2021,3780,59350115,3810,61291921,Siddipet,Jul,Q2,2021
866,20_3,7/1/2021,1837,25197803,1846,25639313,Rajanna Sircilla,Jul,Q2,2021
867,21_5,7/1/2021,1445,30124782,1826,31574314,Mahabubabad,Jul,Q2,2021
868,23_1,7/1/2021,6327,135986699,6743,148708243,Nalgonda,Jul,Q2,2021
869,23_3,7/1/2021,6733,147871036,7041,150448956,Yadadri Bhuvanagiri,Jul,Q2,2021
870,20_1,7/1/2021,3489,96441709,3621,96311428,Karimnagar,Jul,Q2,2021
871,20_4,7/1/2021,1771,46881606,2002,47390191,Peddapalli,Jul,Q2,2021
872,16_1,7/1/2021,6252,1189609992,6891,1274721234,Hyderabad,Jul,Q2,2021
873,14_3,7/1/2021,2352,30641439,2470,32201673,Nagarkurnool,Jul,Q2,2021
874,15_2,7/1/2021,17250,1974813893,18317,1974476551,Medchal_Malkajgiri,Jul,Q2,2021
875,21_6,7/1/2021,705,9359180,763,9544185,Mulugu,Jul,Q2,2021
876,22_2,7/1/2021,730,22337496,831,23630913,Bhadradri Kothagudem,Jul,Q2,2021
877,20_2,7/1/2021,1697,39225545,1789,39518482,Jagtial,Jul,Q2,2021
878,14_2,7/1/2021,1749,26128675,1816,24517437,Jogulamba Gadwal,Jul,Q2,2021
879,21_2,7/1/2021,773,15157231,861,15276247,Warangal,Jul,Q2,2021
880,22_1,7/1/2021,5374,167129346,5680,166873837,Khammam,Jul,Q2,2021
881,17_2,7/1/2021,6496,590248802,7688,668815328,Sangareddy,Jul,Q2,2021
882,23_2,7/1/2021,3969,80718337,4042,76322991,Suryapet,Jul,Q2,2021
883,19_4,7/1/2021,248,3471375,258,3493455,Kumurambheem Asifabad,Jul,Q2,2021
884,19_3,7/1/2021,1430,35496990,1490,33985799,Mancherial,Jul,Q2,2021
885,18_2,7/1/2021,2315,42131544,2484,41047678,Kamareddy,Jul,Q2,2021
886,19_1,7/1/2021,954,24147947,1557,23725423,Adilabad,Jul,Q2,2021
887,14_5,7/1/2021,834,22507198,915,12356449,Narayanpet,Jul,Q2,2021
888,14_4,7/1/2021,1805,23088238,1913,22886646,Wanaparthy,Jul,Q2,2021
889,18_1,7/1/2021,4979,109687322,5839,113775408,Nizamabad,Jul,Q2,2021
890,19_2,7/1/2021,1181,18777018,1279,20041816,Nirmal,Jul,Q2,2021
891,21_1,7/1/2021,5000,205332602,5632,204547161,Hanumakonda,Jul,Q2,2021
892,15_1,7/1/2021,25965,3702422339,28135,3912082631,Rangareddy,Jul,Q2,2021
893,17_1,7/1/2021,938,26412445,1009,48418709,Medak,Jul,Q2,2021
894,21_3,7/1/2021,1072,19283392,1082,19257115,Jangoan,Jul,Q2,2021
895,15_3,7/1/2021,1524,32843979,1646,32820156,Vikarabad,Jul,Q2,2021
896,14_1,8/1/2021,2411,66454883,2548,67040597,Mahabubnagar,Aug,Q2,2021
897,17_3,8/1/2021,2618,46892825,2579,45848925,Siddipet,Aug,Q2,2021
898,20_3,8/1/2021,1468,29893907,1461,29608047,Rajanna Sircilla,Aug,Q2,2021
899,21_5,8/1/2021,1419,29554141,1431,29128733,Mahabubabad,Aug,Q2,2021
900,23_1,8/1/2021,4721,136671501,4820,127952309,Nalgonda,Aug,Q2,2021
901,23_3,8/1/2021,4831,163372028,5179,165699671,Yadadri Bhuvanagiri,Aug,Q2,2021
902,20_1,8/1/2021,2717,97171177,2884,102690146,Karimnagar,Aug,Q2,2021
903,20_4,8/1/2021,1252,49098127,1297,48473037,Peddapalli,Aug,Q2,2021
904,16_1,8/1/2021,4890,934405550,5266,882327191,Hyderabad,Aug,Q2,2021
905,14_3,8/1/2021,1879,32000265,1982,31374981,Nagarkurnool,Aug,Q2,2021
906,15_2,8/1/2021,12403,1492750152,13487,1516534407,Medchal_Malkajgiri,Aug,Q2,2021
907,21_6,8/1/2021,481,12810142,595,14457244,Mulugu,Aug,Q2,2021
908,22_2,8/1/2021,955,22741421,984,21271566,Bhadradri Kothagudem,Aug,Q2,2021
909,20_2,8/1/2021,1440,39375784,1510,38376257,Jagtial,Aug,Q2,2021
910,14_2,8/1/2021,1218,19959853,1269,20241078,Jogulamba Gadwal,Aug,Q2,2021
911,21_2,8/1/2021,743,17734120,795,17942328,Warangal,Aug,Q2,2021
912,22_1,8/1/2021,4162,163737361,4307,161366554,Khammam,Aug,Q2,2021
913,17_2,8/1/2021,5741,651691746,5845,575969565,Sangareddy,Aug,Q2,2021
914,23_2,8/1/2021,3061,80529989,3149,78220990,Suryapet,Aug,Q2,2021
915,19_4,8/1/2021,152,3689413,145,3539843,Kumurambheem Asifabad,Aug,Q2,2021
916,19_3,8/1/2021,1840,35877229,2068,34150458,Mancherial,Aug,Q2,2021
917,18_2,8/1/2021,1697,35489556,1827,34963355,Kamareddy,Aug,Q2,2021
918,19_1,8/1/2021,847,25608861,1014,28090487,Adilabad,Aug,Q2,2021
919,14_5,8/1/2021,603,12875545,644,13511899,Narayanpet,Aug,Q2,2021
920,14_4,8/1/2021,1314,23947508,1406,24354095,Wanaparthy,Aug,Q2,2021
921,18_1,8/1/2021,4356,117415214,4758,118814225,Nizamabad,Aug,Q2,2021
922,19_2,8/1/2021,918,18067136,946,18329133,Nirmal,Aug,Q2,2021
923,21_1,8/1/2021,4090,202169425,4613,209279113,Hanumakonda,Aug,Q2,2021
924,15_1,8/1/2021,18465,2571595770,20042,2680426002,Rangareddy,Aug,Q2,2021
925,17_1,8/1/2021,696,26867814,721,26172990,Medak,Aug,Q2,2021
926,21_3,8/1/2021,861,19007378,894,18586944,Jangoan,Aug,Q2,2021
927,15_3,8/1/2021,1334,34284292,1898,55454411,Vikarabad,Aug,Q2,2021
928,14_1,10/1/2021,2700,79052206,2816,82062938,Mahabubnagar,Oct,Q3,2021
929,17_3,10/1/2021,2780,52619514,3016,56222908,Siddipet,Oct,Q3,2021
930,20_3,10/1/2021,1188,21876822,1217,22346034,Rajanna Sircilla,Oct,Q3,2021
931,21_5,10/1/2021,986,21226242,943,18441385,Mahabubabad,Oct,Q3,2021
932,23_1,10/1/2021,4500,119963039,4525,115813911,Nalgonda,Oct,Q3,2021
933,23_3,10/1/2021,4395,166735167,4650,167608146,Yadadri Bhuvanagiri,Oct,Q3,2021
934,20_1,10/1/2021,2815,110778010,2818,106623255,Karimnagar,Oct,Q3,2021
935,20_4,10/1/2021,1091,43566119,1172,41833639,Peddapalli,Oct,Q3,2021
936,16_1,10/1/2021,4802,1067410975,5429,1089718097,Hyderabad,Oct,Q3,2021
937,14_3,10/1/2021,1999,42083801,2135,39644136,Nagarkurnool,Oct,Q3,2021
938,15_2,10/1/2021,13212,1678856481,13894,1642644403,Medchal_Malkajgiri,Oct,Q3,2021
939,21_6,10/1/2021,750,15757687,757,14385239,Mulugu,Oct,Q3,2021
940,22_2,10/1/2021,724,22282163,892,24861508,Bhadradri Kothagudem,Oct,Q3,2021
941,20_2,10/1/2021,1463,49752658,1493,51568617,Jagtial,Oct,Q3,2021
942,14_2,10/1/2021,1397,24786547,1439,24145791,Jogulamba Gadwal,Oct,Q3,2021
943,21_2,10/1/2021,725,15529770,725,15400161,Warangal,Oct,Q3,2021
944,22_1,10/1/2021,4063,160562243,3964,148888680,Khammam,Oct,Q3,2021
945,17_2,10/1/2021,5494,573226514,5800,582851656,Sangareddy,Oct,Q3,2021
946,23_2,10/1/2021,2427,72909289,2589,70342678,Suryapet,Oct,Q3,2021
947,19_4,10/1/2021,129,9019730,146,5409305,Kumurambheem Asifabad,Oct,Q3,2021
948,19_3,10/1/2021,944,31341444,1084,36975415,Mancherial,Oct,Q3,2021
949,18_2,10/1/2021,1587,35143474,1620,36337889,Kamareddy,Oct,Q3,2021
950,19_1,10/1/2021,1297,53133516,1351,53889596,Adilabad,Oct,Q3,2021
951,14_5,10/1/2021,695,30798357,744,31681987,Narayanpet,Oct,Q3,2021
952,14_4,10/1/2021,1382,27753248,1416,27559323,Wanaparthy,Oct,Q3,2021
953,18_1,10/1/2021,4199,124524036,4368,130966758,Nizamabad,Oct,Q3,2021
954,19_2,10/1/2021,1855,37090378,1822,34275814,Nirmal,Oct,Q3,2021
955,21_1,10/1/2021,3492,214491909,3760,211963276,Hanumakonda,Oct,Q3,2021
