,dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,district,Mmm,quarter,fiscal_year
317,17_1,1/1/2020,2486,44629057,0,0,Medak,Jan,Q4,2019
318,21_3,1/1/2020,2216,25500870,0,0,Jangoan,Jan,Q4,2019
319,15_3,1/1/2020,1878,23127713,0,0,Vikarabad,Jan,Q4,2019
320,14_1,2/1/2020,4658,62577930,0,0,Mahabubnagar,Feb,Q4,2019
321,17_3,2/1/2020,5534,45706795,0,0,Siddipet,Feb,Q4,2019
322,20_3,2/1/2020,2486,24879936,0,0,Rajanna Sircilla,Feb,Q4,2019
323,21_5,2/1/2020,1626,21233617,0,0,Mahabubabad,Feb,Q4,2019
324,23_1,2/1/2020,8209,103263040,0,0,Nalgonda,Feb,Q4,2019
325,23_3,2/1/2020,7896,114481607,0,0,Yadadri Bhuvanagiri,Feb,Q4,2019
326,20_1,2/1/2020,3807,78637089,0,0,Karimnagar,Feb,Q4,2019
327,20_4,2/1/2020,1972,35184230,0,0,Peddapalli,Feb,Q4,2019
328,16_1,2/1/2020,6187,738070176,0,0,Hyderabad,Feb,Q4,2019
329,14_3,2/1/2020,3243,21676692,0,0,Nagarkurnool,Feb,Q4,2019
330,15_2,2/1/2020,14898,1172865763,0,0,Medchal_Malkajgiri,Feb,Q4,2019
331,21_6,2/1/2020,654,6504433,0,0,Mulugu,Feb,Q4,2019
332,22_2,2/1/2020,586,13411321,0,0,Bhadradri Kothagudem,Feb,Q4,2019
333,20_2,2/1/2020,2720,35896456,0,0,Jagtial,Feb,Q4,2019
334,14_2,2/1/2020,2098,17880967,0,0,Jogulamba Gadwal,Feb,Q4,2019
335,21_2,2/1/2020,1139,16367430,0,0,Warangal,Feb,Q4,2019
336,22_1,2/1/2020,6101,113983602,0,0,Khammam,Feb,Q4,2019
337,17_2,2/1/2020,9486,404209098,0,0,Sangareddy,Feb,Q4,2019
338,23_2,2/1/2020,4852,69919895,0,0,Suryapet,Feb,Q4,2019
339,19_4,2/1/2020,441,4551190,0,0,Kumurambheem Asifabad,Feb,Q4,2019
340,19_3,2/1/2020,2173,32744775,0,0,Mancherial,Feb,Q4,2019
341,18_2,2/1/2020,3789,33422107,0,0,Kamareddy,Feb,Q4,2019
342,19_1,2/1/2020,1473,18929772,0,0,Adilabad,Feb,Q4,2019
343,14_5,2/1/2020,2130,15190030,0,0,Narayanpet,Feb,Q4,2019
344,14_4,2/1/2020,2762,21330798,0,0,Wanaparthy,Feb,Q4,2019
345,18_1,2/1/2020,5691,67972419,0,0,Nizamabad,Feb,Q4,2019
346,19_2,2/1/2020,1961,20439919,0,0,Nirmal,Feb,Q4,2019
347,21_1,2/1/2020,5856,177104500,0,0,Hanumakonda,Feb,Q4,2019
348,15_1,2/1/2020,26299,2200943399,0,0,Rangareddy,Feb,Q4,2019
349,17_1,2/1/2020,3079,33549684,0,0,Medak,Feb,Q4,2019
350,21_3,2/1/2020,2751,32313940,0,0,Jangoan,Feb,Q4,2019
351,15_3,2/1/2020,2594,30642558,0,0,Vikarabad,Feb,Q4,2019
352,14_1,3/1/2020,3868,86288684,0,0,Mahabubnagar,Mar,Q4,2019
353,17_3,3/1/2020,3711,33299677,0,0,Siddipet,Mar,Q4,2019
354,20_3,3/1/2020,2068,18392715,0,0,Rajanna Sircilla,Mar,Q4,2019
355,21_5,3/1/2020,1061,12860578,0,0,Mahabubabad,Mar,Q4,2019
356,23_1,3/1/2020,5744,69051364,0,0,Nalgonda,Mar,Q4,2019
357,23_3,3/1/2020,5699,93196149,0,0,Yadadri Bhuvanagiri,Mar,Q4,2019
358,20_1,3/1/2020,3133,58938590,0,0,Karimnagar,Mar,Q4,2019
359,20_4,3/1/2020,1734,28372288,0,0,Peddapalli,Mar,Q4,2019
360,16_1,3/1/2020,4552,639551082,0,0,Hyderabad,Mar,Q4,2019
361,14_3,3/1/2020,3065,21452512,0,0,Nagarkurnool,Mar,Q4,2019
362,15_2,3/1/2020,11009,827350110,0,0,Medchal_Malkajgiri,Mar,Q4,2019
363,21_6,3/1/2020,596,6225967,0,0,Mulugu,Mar,Q4,2019
364,22_2,3/1/2020,478,21113825,0,0,Bhadradri Kothagudem,Mar,Q4,2019
365,20_2,3/1/2020,2014,26747225,0,0,Jagtial,Mar,Q4,2019
366,14_2,3/1/2020,1928,12996208,0,0,Jogulamba Gadwal,Mar,Q4,2019
367,21_2,3/1/2020,1122,17066492,0,0,Warangal,Mar,Q4,2019
368,22_1,3/1/2020,4598,91595270,0,0,Khammam,Mar,Q4,2019
369,17_2,3/1/2020,7382,389937640,0,0,Sangareddy,Mar,Q4,2019
370,23_2,3/1/2020,3046,46034033,0,0,Suryapet,Mar,Q4,2019
371,19_4,3/1/2020,414,3788075,0,0,Kumurambheem Asifabad,Mar,Q4,2019
372,19_3,3/1/2020,1525,29553726,0,0,Mancherial,Mar,Q4,2019
373,18_2,3/1/2020,2916,25385565,0,0,Kamareddy,Mar,Q4,2019
374,19_1,3/1/2020,1105,14473096,0,0,Adilabad,Mar,Q4,2019
375,14_5,3/1/2020,1839,13097423,0,0,Narayanpet,Mar,Q4,2019
376,14_4,3/1/2020,2157,18193770,0,0,Wanaparthy,Mar,Q4,2019
377,18_1,3/1/2020,4168,56216847,0,0,Nizamabad,Mar,Q4,2019
378,19_2,3/1/2020,1591,16975713,0,0,Nirmal,Mar,Q4,2019
379,21_1,3/1/2020,4506,116917458,0,0,Hanumakonda,Mar,Q4,2019
380,15_1,3/1/2020,19281,1634579400,0,0,Rangareddy,Mar,Q4,2019
381,17_1,3/1/2020,2078,19040663,0,0,Medak,Mar,Q4,2019
382,21_3,3/1/2020,2047,21392237,0,0,Jangoan,Mar,Q4,2019
383,15_3,3/1/2020,1988,21851696,0,0,Vikarabad,Mar,Q4,2019
384,14_1,4/1/2020,422,7340232,0,0,Mahabubnagar,Apr,Q1,2020
385,17_3,4/1/2020,78,143310,0,0,Siddipet,Apr,Q1,2020
386,20_3,4/1/2020,126,187510,0,0,Rajanna Sircilla,Apr,Q1,2020
387,21_5,4/1/2020,2,0,0,0,Mahabubabad,Apr,Q1,2020
388,23_1,4/1/2020,195,3249291,0,0,Nalgonda,Apr,Q1,2020
389,23_3,4/1/2020,44,599955,0,0,Yadadri Bhuvanagiri,Apr,Q1,2020
390,20_1,4/1/2020,90,2004050,0,0,Karimnagar,Apr,Q1,2020
391,20_4,4/1/2020,46,1237635,0,0,Peddapalli,Apr,Q1,2020
392,16_1,4/1/2020,89,16746877,0,0,Hyderabad,Apr,Q1,2020
393,14_3,4/1/2020,351,2980350,0,0,Nagarkurnool,Apr,Q1,2020
394,15_2,4/1/2020,155,26577040,0,0,Medchal_Malkajgiri,Apr,Q1,2020
395,21_6,4/1/2020,33,246120,0,0,Mulugu,Apr,Q1,2020
396,22_2,4/1/2020,18,719375,0,0,Bhadradri Kothagudem,Apr,Q1,2020
397,20_2,4/1/2020,158,1151995,0,0,Jagtial,Apr,Q1,2020
398,14_2,4/1/2020,4,30615,0,0,Jogulamba Gadwal,Apr,Q1,2020
399,21_2,4/1/2020,33,711680,0,0,Warangal,Apr,Q1,2020
400,22_1,4/1/2020,419,868795,0,0,Khammam,Apr,Q1,2020
401,17_2,4/1/2020,115,2450622,0,0,Sangareddy,Apr,Q1,2020
402,23_2,4/1/2020,188,3293465,0,0,Suryapet,Apr,Q1,2020
403,19_4,4/1/2020,1,0,0,0,Kumurambheem Asifabad,Apr,Q1,2020
404,19_3,4/1/2020,7,186260,0,0,Mancherial,Apr,Q1,2020
405,18_2,4/1/2020,21,14090,0,0,Kamareddy,Apr,Q1,2020
406,19_1,4/1/2020,9,107295,0,0,Adilabad,Apr,Q1,2020
407,14_5,4/1/2020,55,448760,0,0,Narayanpet,Apr,Q1,2020
408,14_4,4/1/2020,316,2317359,0,0,Wanaparthy,Apr,Q1,2020
409,18_1,4/1/2020,507,1083955,0,0,Nizamabad,Apr,Q1,2020
410,19_2,4/1/2020,23,373625,0,0,Nirmal,Apr,Q1,2020
411,21_1,4/1/2020,308,8877215,0,0,Hanumakonda,Apr,Q1,2020
412,15_1,4/1/2020,411,40548790,0,0,Rangareddy,Apr,Q1,2020
413,17_1,4/1/2020,84,745700,0,0,Medak,Apr,Q1,2020
414,21_3,4/1/2020,27,259770,0,0,Jangoan,Apr,Q1,2020
415,15_3,4/1/2020,157,645215,0,0,Vikarabad,Apr,Q1,2020
416,14_1,5/1/2020,2566,25446164,0,0,Mahabubnagar,May,Q1,2020
417,17_3,5/1/2020,3107,27244759,0,0,Siddipet,May,Q1,2020
418,20_3,5/1/2020,1425,14700340,0,0,Rajanna Sircilla,May,Q1,2020
419,21_5,5/1/2020,1150,12109639,0,0,Mahabubabad,May,Q1,2020
420,23_1,5/1/2020,5459,57559583,0,0,Nalgonda,May,Q1,2020
421,23_3,5/1/2020,3256,45967439,0,0,Yadadri Bhuvanagiri,May,Q1,2020
422,20_1,5/1/2020,2213,43473995,0,0,Karimnagar,May,Q1,2020
423,20_4,5/1/2020,1247,25274662,0,0,Peddapalli,May,Q1,2020
424,16_1,5/1/2020,1467,195808943,0,0,Hyderabad,May,Q1,2020
425,14_3,5/1/2020,2547,14824532,0,0,Nagarkurnool,May,Q1,2020
426,15_2,5/1/2020,5297,364890605,0,0,Medchal_Malkajgiri,May,Q1,2020
427,21_6,5/1/2020,477,4936481,0,0,Mulugu,May,Q1,2020
428,22_2,5/1/2020,310,7120075,0,0,Bhadradri Kothagudem,May,Q1,2020
429,20_2,5/1/2020,1557,21758258,0,0,Jagtial,May,Q1,2020
430,14_2,5/1/2020,934,6993685,0,0,Jogulamba Gadwal,May,Q1,2020
431,21_2,5/1/2020,871,11619406,0,0,Warangal,May,Q1,2020
432,22_1,5/1/2020,3683,59134077,0,0,Khammam,May,Q1,2020
433,17_2,5/1/2020,4114,102895138,0,0,Sangareddy,May,Q1,2020
434,23_2,5/1/2020,2743,41541241,0,0,Suryapet,May,Q1,2020
435,19_4,5/1/2020,467,4000670,0,0,Kumurambheem Asifabad,May,Q1,2020
436,19_3,5/1/2020,986,16969358,0,0,Mancherial,May,Q1,2020
437,18_2,5/1/2020,2778,18287063,0,0,Kamareddy,May,Q1,2020
438,19_1,5/1/2020,858,11400504,0,0,Adilabad,May,Q1,2020
439,14_5,5/1/2020,943,7499276,0,0,Narayanpet,May,Q1,2020
440,14_4,5/1/2020,1741,10955503,0,0,Wanaparthy,May,Q1,2020
441,18_1,5/1/2020,3803,46347922,0,0,Nizamabad,May,Q1,2020
442,19_2,5/1/2020,966,10058350,0,0,Nirmal,May,Q1,2020
443,21_1,5/1/2020,3197,103593555,0,0,Hanumakonda,May,Q1,2020
444,15_1,5/1/2020,8235,696376142,0,0,Rangareddy,May,Q1,2020
445,17_1,5/1/2020,1764,16799076,0,0,Medak,May,Q1,2020
446,21_3,5/1/2020,1642,18028360,0,0,Jangoan,May,Q1,2020
447,15_3,5/1/2020,1202,11190357,0,0,Vikarabad,May,Q1,2020
448,14_1,6/1/2020,4493,56964703,0,0,Mahabubnagar,Jun,Q1,2020
449,17_3,6/1/2020,5158,36195705,0,0,Siddipet,Jun,Q1,2020
450,20_3,6/1/2020,2484,23699624,0,0,Rajanna Sircilla,Jun,Q1,2020
451,21_5,6/1/2020,2301,25384475,0,0,Mahabubabad,Jun,Q1,2020
452,23_1,6/1/2020,9957,93225717,0,0,Nalgonda,Jun,Q1,2020
453,23_3,6/1/2020,6348,100788159,0,0,Yadadri Bhuvanagiri,Jun,Q1,2020
454,20_1,6/1/2020,4298,74922095,0,0,Karimnagar,Jun,Q1,2020
455,20_4,6/1/2020,2041,33122565,0,0,Peddapalli,Jun,Q1,2020
456,16_1,6/1/2020,3736,474294053,0,0,Hyderabad,Jun,Q1,2020
457,14_3,6/1/2020,4748,26260334,0,0,Nagarkurnool,Jun,Q1,2020
458,15_2,6/1/2020,9528,795974924,0,0,Medchal_Malkajgiri,Jun,Q1,2020
459,21_6,6/1/2020,1203,10071357,0,0,Mulugu,Jun,Q1,2020
460,22_2,6/1/2020,1158,21166606,0,0,Bhadradri Kothagudem,Jun,Q1,2020
461,20_2,6/1/2020,2861,37040260,0,0,Jagtial,Jun,Q1,2020
462,14_2,6/1/2020,2794,18409579,0,0,Jogulamba Gadwal,Jun,Q1,2020
463,21_2,6/1/2020,1668,20612845,0,0,Warangal,Jun,Q1,2020
464,22_1,6/1/2020,6145,100011083,0,0,Khammam,Jun,Q1,2020
465,17_2,6/1/2020,7891,231403341,0,0,Sangareddy,Jun,Q1,2020
466,23_2,6/1/2020,4299,48314427,0,0,Suryapet,Jun,Q1,2020
467,19_4,6/1/2020,686,6728775,0,0,Kumurambheem Asifabad,Jun,Q1,2020
468,19_3,6/1/2020,2034,25828201,0,0,Mancherial,Jun,Q1,2020
469,18_2,6/1/2020,4260,30195941,0,0,Kamareddy,Jun,Q1,2020
470,19_1,6/1/2020,1655,19995210,0,0,Adilabad,Jun,Q1,2020
471,14_5,6/1/2020,1880,13632959,0,0,Narayanpet,Jun,Q1,2020
472,14_4,6/1/2020,3460,20685876,0,0,Wanaparthy,Jun,Q1,2020
473,18_1,6/1/2020,5664,65634582,0,0,Nizamabad,Jun,Q1,2020
474,19_2,6/1/2020,2350,23977844,0,0,Nirmal,Jun,Q1,2020
475,21_1,6/1/2020,5563,136723925,0,0,Hanumakonda,Jun,Q1,2020
476,15_1,6/1/2020,17301,1340168790,0,0,Rangareddy,Jun,Q1,2020
477,17_1,6/1/2020,3071,23888811,0,0,Medak,Jun,Q1,2020
478,21_3,6/1/2020,2669,24731636,0,0,Jangoan,Jun,Q1,2020
479,15_3,6/1/2020,2492,21296590,0,0,Vikarabad,Jun,Q1,2020
480,14_1,7/1/2020,3696,47677705,0,0,Mahabubnagar,Jul,Q2,2020
481,17_3,7/1/2020,5047,43355386,0,0,Siddipet,Jul,Q2,2020
482,20_3,7/1/2020,2264,19409973,0,0,Rajanna Sircilla,Jul,Q2,2020
483,21_5,7/1/2020,2127,21774457,0,0,Mahabubabad,Jul,Q2,2020
484,23_1,7/1/2020,8091,200034404,0,0,Nalgonda,Jul,Q2,2020
485,23_3,7/1/2020,6403,81409172,0,0,Yadadri Bhuvanagiri,Jul,Q2,2020
486,20_1,7/1/2020,3589,56763680,0,0,Karimnagar,Jul,Q2,2020
487,20_4,7/1/2020,2008,43776827,0,0,Peddapalli,Jul,Q2,2020
488,16_1,7/1/2020,3586,444890171,0,0,Hyderabad,Jul,Q2,2020
489,14_3,7/1/2020,4192,21883871,0,0,Nagarkurnool,Jul,Q2,2020
490,15_2,7/1/2020,8779,779130964,0,0,Medchal_Malkajgiri,Jul,Q2,2020
491,21_6,7/1/2020,1014,8359419,0,0,Mulugu,Jul,Q2,2020
492,22_2,7/1/2020,1050,12263135,0,0,Bhadradri Kothagudem,Jul,Q2,2020
493,20_2,7/1/2020,2287,31524458,0,0,Jagtial,Jul,Q2,2020
494,14_2,7/1/2020,2691,17486266,0,0,Jogulamba Gadwal,Jul,Q2,2020
495,21_2,7/1/2020,1553,19450450,0,0,Warangal,Jul,Q2,2020
496,22_1,7/1/2020,7769,81707214,0,0,Khammam,Jul,Q2,2020
497,17_2,7/1/2020,7812,267403842,0,0,Sangareddy,Jul,Q2,2020
498,23_2,7/1/2020,4253,45734277,0,0,Suryapet,Jul,Q2,2020
499,19_4,7/1/2020,606,5562265,0,0,Kumurambheem Asifabad,Jul,Q2,2020
500,19_3,7/1/2020,1974,28755915,0,0,Mancherial,Jul,Q2,2020
501,18_2,7/1/2020,3520,24758355,0,0,Kamareddy,Jul,Q2,2020
502,19_1,7/1/2020,1519,17391525,0,0,Adilabad,Jul,Q2,2020
503,14_5,7/1/2020,2482,17181168,0,0,Narayanpet,Jul,Q2,2020
504,14_4,7/1/2020,2421,14314199,0,0,Wanaparthy,Jul,Q2,2020
505,18_1,7/1/2020,4970,62997902,0,0,Nizamabad,Jul,Q2,2020
506,19_2,7/1/2020,2401,19753266,0,0,Nirmal,Jul,Q2,2020
507,21_1,7/1/2020,4673,140883295,0,0,Hanumakonda,Jul,Q2,2020
508,15_1,7/1/2020,15985,1145364702,0,0,Rangareddy,Jul,Q2,2020
509,17_1,7/1/2020,3219,27351650,0,0,Medak,Jul,Q2,2020
510,21_3,7/1/2020,2626,24846073,0,0,Jangoan,Jul,Q2,2020
511,15_3,7/1/2020,2065,18569435,0,0,Vikarabad,Jul,Q2,2020
512,14_1,8/1/2020,2895,41587078,0,0,Mahabubnagar,Aug,Q2,2020
513,17_3,8/1/2020,3122,27329996,0,0,Siddipet,Aug,Q2,2020
514,20_3,8/1/2020,2138,17423399,0,0,Rajanna Sircilla,Aug,Q2,2020
515,21_5,8/1/2020,1368,14192658,0,0,Mahabubabad,Aug,Q2,2020
516,23_1,8/1/2020,5610,106279664,0,0,Nalgonda,Aug,Q2,2020
517,23_3,8/1/2020,4865,78393418,0,0,Yadadri Bhuvanagiri,Aug,Q2,2020
518,20_1,8/1/2020,3544,61381830,0,0,Karimnagar,Aug,Q2,2020
519,20_4,8/1/2020,1587,24123858,0,0,Peddapalli,Aug,Q2,2020
520,16_1,8/1/2020,3380,448254114,0,0,Hyderabad,Aug,Q2,2020
521,14_3,8/1/2020,3523,20052643,0,0,Nagarkurnool,Aug,Q2,2020
522,15_2,8/1/2020,8852,748218717,0,0,Medchal_Malkajgiri,Aug,Q2,2020
523,21_6,8/1/2020,554,5236969,0,0,Mulugu,Aug,Q2,2020
524,22_2,8/1/2020,505,10083170,0,0,Bhadradri Kothagudem,Aug,Q2,2020
525,20_2,8/1/2020,1678,19612368,0,0,Jagtial,Aug,Q2,2020
526,14_2,8/1/2020,2045,17556449,0,0,Jogulamba Gadwal,Aug,Q2,2020
527,21_2,8/1/2020,1135,13378751,0,0,Warangal,Aug,Q2,2020
528,22_1,8/1/2020,5690,56367917,0,0,Khammam,Aug,Q2,2020
529,17_2,8/1/2020,6556,271109530,0,0,Sangareddy,Aug,Q2,2020
530,23_2,8/1/2020,2927,37165592,0,0,Suryapet,Aug,Q2,2020
531,19_4,8/1/2020,323,4543905,0,0,Kumurambheem Asifabad,Aug,Q2,2020
532,19_3,8/1/2020,1541,24322890,0,0,Mancherial,Aug,Q2,2020
533,18_2,8/1/2020,2645,19678104,0,0,Kamareddy,Aug,Q2,2020
534,19_1,8/1/2020,1050,15949571,0,0,Adilabad,Aug,Q2,2020
535,14_5,8/1/2020,1843,9868395,0,0,Narayanpet,Aug,Q2,2020
536,14_4,8/1/2020,2953,17381103,0,0,Wanaparthy,Aug,Q2,2020
537,18_1,8/1/2020,5299,66790432,0,0,Nizamabad,Aug,Q2,2020
538,19_2,8/1/2020,1642,15773984,0,0,Nirmal,Aug,Q2,2020
539,21_1,8/1/2020,3586,100402366,0,0,Hanumakonda,Aug,Q2,2020
540,15_1,8/1/2020,15826,1466457963,0,0,Rangareddy,Aug,Q2,2020
541,17_1,8/1/2020,1743,14686219,0,0,Medak,Aug,Q2,2020
542,21_3,8/1/2020,1943,20663415,0,0,Jangoan,Aug,Q2,2020
543,15_3,8/1/2020,2101,20456003,0,0,Vikarabad,Aug,Q2,2020
544,14_1,9/1/2020,545,5525051,0,0,Mahabubnagar,Sep,Q2,2020
545,17_3,9/1/2020,940,5839828,0,0,Siddipet,Sep,Q2,2020
546,20_3,9/1/2020,410,3532090,0,0,Rajanna Sircilla,Sep,Q2,2020
547,21_5,9/1/2020,284,3757007,0,0,Mahabubabad,Sep,Q2,2020
548,23_1,9/1/2020,1281,13842466,0,0,Nalgonda,Sep,Q2,2020
549,23_3,9/1/2020,734,14760342,0,0,Yadadri Bhuvanagiri,Sep,Q2,2020
550,20_1,9/1/2020,839,16567580,0,0,Karimnagar,Sep,Q2,2020
551,20_4,9/1/2020,442,5707537,0,0,Peddapalli,Sep,Q2,2020
552,16_1,9/1/2020,743,89569247,0,0,Hyderabad,Sep,Q2,2020
553,14_3,9/1/2020,598,2473585,0,0,Nagarkurnool,Sep,Q2,2020
554,15_2,9/1/2020,1492,159247135,0,0,Medchal_Malkajgiri,Sep,Q2,2020
555,21_6,9/1/2020,389,1957570,0,0,Mulugu,Sep,Q2,2020
556,22_2,9/1/2020,412,4692187,0,0,Bhadradri Kothagudem,Sep,Q2,2020
557,20_2,9/1/2020,739,6131140,0,0,Jagtial,Sep,Q2,2020
558,14_2,9/1/2020,350,3198273,0,0,Jogulamba Gadwal,Sep,Q2,2020
559,21_2,9/1/2020,279,2818601,0,0,Warangal,Sep,Q2,2020
560,22_1,9/1/2020,1233,18346350,0,0,Khammam,Sep,Q2,2020
561,17_2,9/1/2020,1410,86920303,0,0,Sangareddy,Sep,Q2,2020
562,23_2,9/1/2020,738,8754881,0,0,Suryapet,Sep,Q2,2020
563,19_4,9/1/2020,59,471595,0,0,Kumurambheem Asifabad,Sep,Q2,2020
564,19_3,9/1/2020,323,7613005,0,0,Mancherial,Sep,Q2,2020
565,18_2,9/1/2020,870,4818945,0,0,Kamareddy,Sep,Q2,2020
566,19_1,9/1/2020,210,3107344,0,0,Adilabad,Sep,Q2,2020
567,14_5,9/1/2020,574,3192380,0,0,Narayanpet,Sep,Q2,2020
568,14_4,9/1/2020,404,1399025,0,0,Wanaparthy,Sep,Q2,2020
569,18_1,9/1/2020,1398,12833431,0,0,Nizamabad,Sep,Q2,2020
570,19_2,9/1/2020,283,2307720,0,0,Nirmal,Sep,Q2,2020
571,21_1,9/1/2020,895,23888325,0,0,Hanumakonda,Sep,Q2,2020
572,15_1,9/1/2020,3140,378347267,0,0,Rangareddy,Sep,Q2,2020
573,17_1,9/1/2020,377,3690710,0,0,Medak,Sep,Q2,2020
574,21_3,9/1/2020,476,4925129,0,0,Jangoan,Sep,Q2,2020
575,15_3,9/1/2020,388,3980640,0,0,Vikarabad,Sep,Q2,2020
576,14_1,10/1/2020,4,4400,0,0,Mahabubnagar,Oct,Q3,2020
577,17_3,10/1/2020,4,4400,0,0,Siddipet,Oct,Q3,2020
578,20_3,10/1/2020,4,4400,0,0,Rajanna Sircilla,Oct,Q3,2020
579,21_5,10/1/2020,0,0,0,0,Mahabubabad,Oct,Q3,2020
580,23_1,10/1/2020,8,8800,0,0,Nalgonda,Oct,Q3,2020
581,23_3,10/1/2020,1,1100,0,0,Yadadri Bhuvanagiri,Oct,Q3,2020
582,20_1,10/1/2020,13,15400,0,0,Karimnagar,Oct,Q3,2020
583,20_4,10/1/2020,0,0,0,0,Peddapalli,Oct,Q3,2020
584,16_1,10/1/2020,189,215210,0,0,Hyderabad,Oct,Q3,2020
585,14_3,10/1/2020,0,0,0,0,Nagarkurnool,Oct,Q3,2020
586,15_2,10/1/2020,73,80300,0,0,Medchal_Malkajgiri,Oct,Q3,2020
587,21_6,10/1/2020,0,0,0,0,Mulugu,Oct,Q3,2020
588,22_2,10/1/2020,19,20900,0,0,Bhadradri Kothagudem,Oct,Q3,2020
589,20_2,10/1/2020,11,12100,0,0,Jagtial,Oct,Q3,2020
590,14_2,10/1/2020,1,1100,0,0,Jogulamba Gadwal,Oct,Q3,2020
591,21_2,10/1/2020,1,1100,0,0,Warangal,Oct,Q3,2020
592,22_1,10/1/2020,26,29700,0,0,Khammam,Oct,Q3,2020
593,17_2,10/1/2020,5,5700,0,0,Sangareddy,Oct,Q3,2020
594,23_2,10/1/2020,5,5500,0,0,Suryapet,Oct,Q3,2020
595,19_4,10/1/2020,0,0,0,0,Kumurambheem Asifabad,Oct,Q3,2020
596,19_3,10/1/2020,3,3060,0,0,Mancherial,Oct,Q3,2020
597,18_2,10/1/2020,2,2200,0,0,Kamareddy,Oct,Q3,2020
598,19_1,10/1/2020,2,2200,0,0,Adilabad,Oct,Q3,2020
599,14_5,10/1/2020,0,0,0,0,Narayanpet,Oct,Q3,2020
600,14_4,10/1/2020,1,1105,0,0,Wanaparthy,Oct,Q3,2020
601,18_1,10/1/2020,5,5500,0,0,Nizamabad,Oct,Q3,2020
602,19_2,10/1/2020,0,0,0,0,Nirmal,Oct,Q3,2020
603,21_1,10/1/2020,23,25440,0,0,Hanumakonda,Oct,Q3,2020
604,15_1,10/1/2020,77,84800,0,0,Rangareddy,Oct,Q3,2020
605,17_1,10/1/2020,0,0,0,0,Medak,Oct,Q3,2020
606,21_3,10/1/2020,0,0,0,0,Jangoan,Oct,Q3,2020
607,15_3,10/1/2020,3,3300,0,0,Vikarabad,Oct,Q3,2020
608,14_1,11/1/2020,3,6460,0,0,Mahabubnagar,Nov,Q3,2020
609,17_3,11/1/2020,3,3200,0,0,Siddipet,Nov,Q3,2020
610,20_3,11/1/2020,2,2200,0,0,Rajanna Sircilla,Nov,Q3,2020
611,21_5,11/1/2020,0,0,0,0,Mahabubabad,Nov,Q3,2020
612,23_1,11/1/2020,0,0,0,0,Nalgonda,Nov,Q3,2020
613,23_3,11/1/2020,0,0,0,0,Yadadri Bhuvanagiri,Nov,Q3,2020
614,20_1,11/1/2020,8,8800,0,0,Karimnagar,Nov,Q3,2020
615,20_4,11/1/2020,2,2200,0,0,Peddapalli,Nov,Q3,2020
616,16_1,11/1/2020,88,100800,0,0,Hyderabad,Nov,Q3,2020
617,14_3,11/1/2020,0,0,0,0,Nagarkurnool,Nov,Q3,2020
618,15_2,11/1/2020,70,77000,0,0,Medchal_Malkajgiri,Nov,Q3,2020
619,21_6,11/1/2020,0,0,0,0,Mulugu,Nov,Q3,2020
620,22_2,11/1/2020,10,12000,0,0,Bhadradri Kothagudem,Nov,Q3,2020
621,20_2,11/1/2020,5,7500,0,0,Jagtial,Nov,Q3,2020
622,14_2,11/1/2020,1,1100,0,0,Jogulamba Gadwal,Nov,Q3,2020
623,21_2,11/1/2020,0,0,0,0,Warangal,Nov,Q3,2020
624,22_1,11/1/2020,13,15300,0,0,Khammam,Nov,Q3,2020
625,17_2,11/1/2020,3,3300,0,0,Sangareddy,Nov,Q3,2020
626,23_2,11/1/2020,5,5505,0,0,Suryapet,Nov,Q3,2020
627,19_4,11/1/2020,0,0,0,0,Kumurambheem Asifabad,Nov,Q3,2020
628,19_3,11/1/2020,2,3040,0,0,Mancherial,Nov,Q3,2020
629,18_2,11/1/2020,2,2200,0,0,Kamareddy,Nov,Q3,2020
630,19_1,11/1/2020,1,1100,0,0,Adilabad,Nov,Q3,2020
631,14_5,11/1/2020,0,0,0,0,Narayanpet,Nov,Q3,2020
632,14_4,11/1/2020,0,0,0,0,Wanaparthy,Nov,Q3,2020
633,18_1,11/1/2020,8,8800,0,0,Nizamabad,Nov,Q3,2020
634,19_2,11/1/2020,0,0,0,0,Nirmal,Nov,Q3,2020
635,21_1,11/1/2020,17,18700,0,0,Hanumakonda,Nov,Q3,2020
636,15_1,11/1/2020,30,33000,0,0,Rangareddy,Nov,Q3,2020
637,17_1,11/1/2020,0,0,0,0,Medak,Nov,Q3,2020
638,21_3,11/1/2020,0,0,0,0,Jangoan,Nov,Q3,2020
639,15_3,11/1/2020,4,4520,0,0,Vikarabad,Nov,Q3,2020
640,14_1,12/1/2020,1232,29263859,1403,31343349,Mahabubnagar,Dec,Q3,2020
641,17_3,12/1/2020,986,27752706,947,30725742,Siddipet,Dec,Q3,2020
642,20_3,12/1/2020,317,4014287,313,3852147,Rajanna Sircilla,Dec,Q3,2020
643,21_5,12/1/2020,229,5350370,290,7193178,Mahabubabad,Dec,Q3,2020
644,23_1,12/1/2020,1741,41179158,2087,44821744,Nalgonda,Dec,Q3,2020
645,23_3,12/1/2020,1891,96353374,2487,98656120,Yadadri Bhuvanagiri,Dec,Q3,2020
646,20_1,12/1/2020,955,39536355,1082,45437871,Karimnagar,Dec,Q3,2020
647,20_4,12/1/2020,288,8571375,325,9173345,Peddapalli,Dec,Q3,2020
