,Unnamed: 0,dist_code,district,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,Mmm,quarter,fiscal_year,_merge
723,169,20_2,Jagtial,4/1/2021,1858.0,258.0,12.0,2.0,1688.0,220.0,17.0,126.0,79.0,1891.0,220.0,19.0,2067.0,63.0,2036.0,94.0,Apr,Q1,2021.0,both
724,217,21_3,Jangoan,4/1/2021,990.0,285.0,0.0,2.0,856.0,142.0,8.0,191.0,80.0,1123.0,142.0,12.0,1233.0,44.0,1198.0,79.0,Apr,Q1,2021.0,both
725,265,21_7,Jayashankar Bhupalpally,4/1/2021,1750.0,360.0,10.0,0.0,1578.0,191.0,20.0,241.0,90.0,1896.0,203.0,21.0,2059.0,61.0,2016.0,104.0,Apr,Q1,2021.0,both
726,313,14_2,Jogulamba Gadwal,4/1/2021,1339.0,234.0,0.0,0.0,1272.0,76.0,7.0,138.0,80.0,1487.0,73.0,13.0,1524.0,49.0,1487.0,86.0,Apr,Q1,2021.0,both
727,361,18_2,Kamareddy,4/1/2021,2120.0,253.0,8.0,10.0,1926.0,222.0,17.0,116.0,110.0,2122.0,237.0,32.0,2304.0,87.0,2266.0,125.0,Apr,Q1,2021.0,both
728,409,20_1,Karimnagar,4/1/2021,2061.0,435.0,2.0,10.0,1627.0,498.0,20.0,107.0,256.0,1958.0,499.0,51.0,2374.0,134.0,2244.0,264.0,Apr,Q1,2021.0,both
729,457,22_1,Khammam,4/1/2021,3757.0,749.0,2.0,14.0,3319.0,586.0,44.0,298.0,275.0,3832.0,580.0,110.0,4338.0,184.0,4212.0,310.0,Apr,Q1,2021.0,both
730,505,19_4,Kumurambheem Asifabad,4/1/2021,876.0,130.0,0.0,0.0,815.0,75.0,10.0,9.0,97.0,911.0,86.0,9.0,993.0,13.0,899.0,107.0,Apr,Q1,2021.0,both
731,553,21_5,Mahabubabad,4/1/2021,1880.0,423.0,0.0,0.0,1770.0,124.0,16.0,121.0,272.0,2129.0,132.0,42.0,2241.0,62.0,2019.0,284.0,Apr,Q1,2021.0,both
732,601,14_1,Mahabubnagar,4/1/2021,3301.0,661.0,19.0,2.0,2996.0,380.0,44.0,253.0,310.0,3531.0,395.0,57.0,3838.0,145.0,3633.0,350.0,Apr,Q1,2021.0,both
733,649,19_3,Mancherial,4/1/2021,1778.0,261.0,0.0,2.0,1380.0,273.0,29.0,40.0,319.0,1713.0,287.0,41.0,1973.0,68.0,1697.0,344.0,Apr,Q1,2021.0,both
734,697,17_1,Medak,4/1/2021,1458.0,315.0,2.0,19.0,1286.0,178.0,32.0,134.0,164.0,1580.0,199.0,15.0,1705.0,89.0,1606.0,188.0,Apr,Q1,2021.0,both
735,745,15_2,Medchal_Malkajgiri,4/1/2021,16798.0,2259.0,242.0,101.0,12608.0,5521.0,0.0,49.0,1222.0,13711.0,5106.0,583.0,17607.0,1793.0,18240.0,1160.0,Apr,Q1,2021.0,both
736,794,14_3,Nagarkurnool,4/1/2021,1718.0,539.0,2.0,0.0,1582.0,170.0,24.0,241.0,242.0,2061.0,174.0,24.0,2175.0,84.0,1997.0,262.0,Apr,Q1,2021.0,both
737,842,23_1,Nalgonda,4/1/2021,3224.0,724.0,6.0,42.0,2733.0,571.0,58.0,295.0,339.0,3322.0,599.0,75.0,3886.0,110.0,3619.0,377.0,Apr,Q1,2021.0,both
738,891,19_2,Nirmal,4/1/2021,1719.0,192.0,6.0,10.0,1590.0,148.0,28.0,73.0,88.0,1743.0,169.0,15.0,1869.0,58.0,1814.0,113.0,Apr,Q1,2021.0,both
739,939,18_1,Nizamabad,4/1/2021,3516.0,474.0,49.0,8.0,3122.0,530.0,34.0,184.0,177.0,3467.0,536.0,44.0,3929.0,118.0,3845.0,202.0,Apr,Q1,2021.0,both
740,987,20_4,Peddapalli,4/1/2021,1349.0,278.0,6.0,4.0,1135.0,257.0,20.0,86.0,139.0,1318.0,288.0,31.0,1577.0,60.0,1480.0,157.0,Apr,Q1,2021.0,both
741,1035,20_3,Rajanna Sircilla,4/1/2021,1073.0,195.0,2.0,0.0,959.0,130.0,4.0,75.0,102.0,1130.0,130.0,10.0,1236.0,34.0,1166.0,104.0,Apr,Q1,2021.0,both
742,1083,15_1,Rangareddy,4/1/2021,14342.0,1948.0,240.0,100.0,10011.0,5667.0,0.0,53.0,899.0,10799.0,5252.0,577.0,14883.0,1747.0,15833.0,797.0,Apr,Q1,2021.0,both
743,1131,17_2,Sangareddy,4/1/2021,4669.0,627.0,50.0,55.0,3670.0,1214.0,75.0,97.0,345.0,4074.0,1216.0,111.0,4989.0,412.0,5026.0,375.0,Apr,Q1,2021.0,both
744,1179,17_3,Siddipet,4/1/2021,1893.0,474.0,6.0,30.0,1698.0,255.0,30.0,297.0,123.0,2106.0,262.0,35.0,2331.0,72.0,2261.0,142.0,Apr,Q1,2021.0,both
745,1227,23_2,Suryapet,4/1/2021,2258.0,606.0,2.0,2.0,2026.0,276.0,12.0,300.0,254.0,2541.0,277.0,50.0,2817.0,51.0,2613.0,255.0,Apr,Q1,2021.0,both
746,1275,15_3,Vikarabad,4/1/2021,3287.0,530.0,10.0,4.0,2890.0,485.0,72.0,238.0,146.0,3244.0,532.0,55.0,3682.0,149.0,3622.0,209.0,Apr,Q1,2021.0,both
747,1323,14_4,Wanaparthy,4/1/2021,1174.0,238.0,2.0,2.0,1070.0,123.0,14.0,104.0,105.0,1275.0,131.0,10.0,1381.0,35.0,1301.0,115.0,Apr,Q1,2021.0,both
748,1371,21_2,Warangal,4/1/2021,4136.0,644.0,20.0,8.0,3534.0,777.0,20.0,227.0,250.0,3979.0,740.0,87.0,4550.0,258.0,4543.0,265.0,Apr,Q1,2021.0,both
749,1419,23_3,Yadadri Bhuvanagiri,4/1/2021,1711.0,398.0,8.0,47.0,1408.0,330.0,50.0,215.0,161.0,1768.0,375.0,21.0,2084.0,80.0,1967.0,197.0,Apr,Q1,2021.0,both
750,25,19_1,Adilabad,5/1/2021,1092.0,67.0,2.0,0.0,1019.0,97.0,4.0,10.0,31.0,1056.0,99.0,6.0,1123.0,38.0,1126.0,35.0,May,Q1,2021.0,both
751,73,22_2,Bhadradri Kothagudem,5/1/2021,1578.0,417.0,0.0,0.0,1400.0,223.0,12.0,208.0,152.0,1737.0,226.0,32.0,1903.0,92.0,1843.0,152.0,May,Q1,2021.0,both
752,122,16_1,Hyderabad,5/1/2021,8242.0,778.0,101.0,102.0,6627.0,2233.0,60.0,0.0,303.0,6852.0,2152.0,219.0,8274.0,949.0,8881.0,342.0,May,Q1,2021.0,both
753,170,20_2,Jagtial,5/1/2021,1202.0,191.0,2.0,0.0,1107.0,109.0,6.0,132.0,41.0,1278.0,116.0,1.0,1348.0,47.0,1348.0,47.0,May,Q1,2021.0,both
754,218,21_3,Jangoan,5/1/2021,566.0,259.0,2.0,0.0,520.0,50.0,2.0,196.0,59.0,773.0,48.0,6.0,817.0,10.0,770.0,57.0,May,Q1,2021.0,both
755,266,21_7,Jayashankar Bhupalpally,5/1/2021,808.0,282.0,2.0,0.0,731.0,91.0,10.0,204.0,56.0,984.0,91.0,17.0,1060.0,32.0,1030.0,62.0,May,Q1,2021.0,both
756,314,14_2,Jogulamba Gadwal,5/1/2021,803.0,147.0,0.0,0.0,751.0,68.0,1.0,77.0,53.0,879.0,60.0,11.0,918.0,32.0,900.0,50.0,May,Q1,2021.0,both
757,362,18_2,Kamareddy,5/1/2021,1656.0,149.0,0.0,3.0,1555.0,112.0,6.0,67.0,68.0,1670.0,109.0,29.0,1756.0,52.0,1739.0,69.0,May,Q1,2021.0,both
758,410,20_1,Karimnagar,5/1/2021,1074.0,278.0,3.0,0.0,883.0,244.0,0.0,136.0,92.0,1108.0,236.0,11.0,1267.0,88.0,1267.0,88.0,May,Q1,2021.0,both
759,458,22_1,Khammam,5/1/2021,1897.0,560.0,0.0,4.0,1611.0,380.0,8.0,324.0,138.0,2061.0,380.0,20.0,2355.0,106.0,2319.0,142.0,May,Q1,2021.0,both
760,506,19_4,Kumurambheem Asifabad,5/1/2021,486.0,73.0,0.0,0.0,471.0,20.0,8.0,6.0,54.0,527.0,26.0,6.0,533.0,26.0,497.0,62.0,May,Q1,2021.0,both
761,554,21_5,Mahabubabad,5/1/2021,1157.0,373.0,0.0,0.0,1083.0,95.0,0.0,124.0,228.0,1427.0,89.0,14.0,1490.0,40.0,1310.0,220.0,May,Q1,2021.0,both
762,602,14_1,Mahabubnagar,5/1/2021,2068.0,419.0,4.0,2.0,1881.0,248.0,20.0,163.0,181.0,2211.0,263.0,19.0,2398.0,95.0,2300.0,193.0,May,Q1,2021.0,both
763,650,19_3,Mancherial,5/1/2021,724.0,143.0,0.0,0.0,632.0,121.0,6.0,18.0,90.0,732.0,124.0,11.0,831.0,36.0,775.0,92.0,May,Q1,2021.0,both
764,698,17_1,Medak,5/1/2021,900.0,252.0,0.0,4.0,821.0,86.0,4.0,146.0,99.0,1066.0,83.0,7.0,1127.0,29.0,1061.0,95.0,May,Q1,2021.0,both
765,746,15_2,Medchal_Malkajgiri,5/1/2021,7704.0,1130.0,98.0,81.0,5357.0,3065.0,0.0,30.0,561.0,5864.0,2893.0,254.0,8109.0,904.0,8485.0,528.0,May,Q1,2021.0,both
766,795,14_3,Nagarkurnool,5/1/2021,948.0,404.0,0.0,0.0,897.0,82.0,0.0,181.0,192.0,1228.0,114.0,10.0,1308.0,44.0,1166.0,186.0,May,Q1,2021.0,both
767,843,23_1,Nalgonda,5/1/2021,1708.0,615.0,2.0,4.0,1485.0,293.0,4.0,351.0,196.0,2018.0,273.0,38.0,2264.0,65.0,2135.0,194.0,May,Q1,2021.0,both
768,892,19_2,Nirmal,5/1/2021,1336.0,137.0,0.0,0.0,1265.0,99.0,0.0,73.0,36.0,1373.0,97.0,3.0,1453.0,20.0,1439.0,34.0,May,Q1,2021.0,both
769,940,18_1,Nizamabad,5/1/2021,2611.0,329.0,4.0,1.0,2357.0,303.0,11.0,164.0,110.0,2619.0,304.0,22.0,2872.0,73.0,2832.0,113.0,May,Q1,2021.0,both
770,988,20_4,Peddapalli,5/1/2021,893.0,186.0,0.0,0.0,799.0,100.0,0.0,83.0,97.0,933.0,128.0,18.0,1034.0,45.0,982.0,97.0,May,Q1,2021.0,both
771,1036,20_3,Rajanna Sircilla,5/1/2021,669.0,131.0,20.0,0.0,633.0,68.0,0.0,48.0,71.0,752.0,62.0,6.0,792.0,28.0,751.0,69.0,May,Q1,2021.0,both
772,1084,15_1,Rangareddy,5/1/2021,7008.0,1006.0,86.0,39.0,4587.0,3130.0,0.0,12.0,410.0,4941.0,2941.0,257.0,7230.0,909.0,7752.0,387.0,May,Q1,2021.0,both
773,1132,17_2,Sangareddy,5/1/2021,2628.0,398.0,11.0,16.0,2132.0,640.0,8.0,115.0,158.0,2389.0,604.0,60.0,2816.0,237.0,2896.0,157.0,May,Q1,2021.0,both
774,1180,17_3,Siddipet,5/1/2021,1147.0,322.0,2.0,14.0,1037.0,143.0,5.0,233.0,67.0,1329.0,136.0,20.0,1437.0,48.0,1417.0,68.0,May,Q1,2021.0,both
775,1228,23_2,Suryapet,5/1/2021,1235.0,498.0,0.0,0.0,1105.0,178.0,6.0,254.0,190.0,1533.0,186.0,14.0,1668.0,65.0,1544.0,189.0,May,Q1,2021.0,both
776,1276,15_3,Vikarabad,5/1/2021,2111.0,324.0,2.0,4.0,1920.0,247.0,6.0,142.0,126.0,2180.0,241.0,20.0,2339.0,102.0,2316.0,125.0,May,Q1,2021.0,both
777,1324,14_4,Wanaparthy,5/1/2021,606.0,152.0,0.0,0.0,544.0,81.0,2.0,80.0,51.0,671.0,79.0,8.0,739.0,19.0,707.0,51.0,May,Q1,2021.0,both
778,1372,21_2,Warangal,5/1/2021,2232.0,558.0,8.0,4.0,1926.0,434.0,4.0,232.0,206.0,2350.0,409.0,43.0,2675.0,127.0,2598.0,204.0,May,Q1,2021.0,both
779,1420,23_3,Yadadri Bhuvanagiri,5/1/2021,853.0,310.0,2.0,6.0,741.0,145.0,6.0,212.0,67.0,1016.0,141.0,14.0,1131.0,40.0,1101.0,70.0,May,Q1,2021.0,both
780,26,19_1,Adilabad,6/1/2021,1262.0,126.0,7.0,0.0,1177.0,130.0,5.0,3.0,80.0,1255.0,121.0,19.0,1355.0,40.0,1310.0,85.0,Jun,Q1,2021.0,both
781,74,22_2,Bhadradri Kothagudem,6/1/2021,2576.0,691.0,0.0,2.0,2301.0,319.0,19.0,430.0,200.0,2912.0,310.0,47.0,3148.0,121.0,3054.0,215.0,Jun,Q1,2021.0,both
782,123,16_1,Hyderabad,6/1/2021,16348.0,1606.0,515.0,112.0,13631.0,3796.0,70.0,5.0,1079.0,14583.0,3500.0,496.0,16716.0,1865.0,17464.0,1117.0,Jun,Q1,2021.0,both
783,171,20_2,Jagtial,6/1/2021,2907.0,444.0,2.0,0.0,2693.0,231.0,11.0,307.0,111.0,3103.0,227.0,23.0,3276.0,77.0,3233.0,120.0,Jun,Q1,2021.0,both
784,219,21_3,Jangoan,6/1/2021,1328.0,554.0,0.0,0.0,1215.0,113.0,2.0,393.0,159.0,1760.0,111.0,11.0,1825.0,57.0,1725.0,157.0,Jun,Q1,2021.0,both
785,267,21_7,Jayashankar Bhupalpally,6/1/2021,1669.0,739.0,2.0,0.0,1534.0,146.0,12.0,623.0,95.0,2243.0,145.0,22.0,2344.0,66.0,2303.0,107.0,Jun,Q1,2021.0,both
786,315,14_2,Jogulamba Gadwal,6/1/2021,1463.0,233.0,7.0,0.0,1399.0,88.0,12.0,143.0,61.0,1598.0,97.0,8.0,1642.0,61.0,1631.0,72.0,Jun,Q1,2021.0,both
787,363,18_2,Kamareddy,6/1/2021,3115.0,441.0,19.0,2.0,2956.0,199.0,13.0,238.0,171.0,3337.0,205.0,35.0,3469.0,108.0,3397.0,180.0,Jun,Q1,2021.0,both
788,411,20_1,Karimnagar,6/1/2021,2746.0,636.0,23.0,2.0,2452.0,376.0,6.0,395.0,178.0,3003.0,372.0,32.0,3227.0,180.0,3228.0,179.0,Jun,Q1,2021.0,both
789,459,22_1,Khammam,6/1/2021,3763.0,1035.0,2.0,8.0,3372.0,523.0,37.0,570.0,306.0,4213.0,502.0,93.0,4612.0,196.0,4475.0,333.0,Jun,Q1,2021.0,both
790,507,19_4,Kumurambheem Asifabad,6/1/2021,745.0,112.0,2.0,0.0,701.0,56.0,8.0,12.0,82.0,787.0,52.0,20.0,832.0,27.0,769.0,90.0,Jun,Q1,2021.0,both
791,555,21_5,Mahabubabad,6/1/2021,2085.0,698.0,0.0,3.0,1972.0,124.0,13.0,312.0,365.0,2628.0,124.0,34.0,2739.0,47.0,2412.0,374.0,Jun,Q1,2021.0,both
792,603,14_1,Mahabubnagar,6/1/2021,3819.0,809.0,7.0,0.0,3516.0,351.0,19.0,393.0,356.0,4248.0,362.0,25.0,4456.0,179.0,4278.0,357.0,Jun,Q1,2021.0,both
793,651,19_3,Mancherial,6/1/2021,1740.0,344.0,0.0,4.0,1550.0,211.0,18.0,107.0,202.0,1839.0,212.0,37.0,2006.0,82.0,1870.0,218.0,Jun,Q1,2021.0,both
794,699,17_1,Medak,6/1/2021,1836.0,857.0,9.0,6.0,1709.0,161.0,12.0,502.0,324.0,2530.0,154.0,24.0,2630.0,78.0,2382.0,326.0,Jun,Q1,2021.0,both
795,747,15_2,Medchal_Malkajgiri,6/1/2021,15387.0,1925.0,292.0,108.0,11837.0,4721.0,0.0,85.0,1069.0,12867.0,4381.0,464.0,16015.0,1697.0,16691.0,1021.0,Jun,Q1,2021.0,both
796,796,14_3,Nagarkurnool,6/1/2021,2172.0,604.0,0.0,2.0,2017.0,169.0,10.0,352.0,230.0,2593.0,171.0,14.0,2711.0,67.0,2545.0,233.0,Jun,Q1,2021.0,both
797,844,23_1,Nalgonda,6/1/2021,3760.0,1213.0,8.0,28.0,3401.0,424.0,34.0,654.0,496.0,4515.0,456.0,38.0,4873.0,136.0,4485.0,524.0,Jun,Q1,2021.0,both
798,893,19_2,Nirmal,6/1/2021,2044.0,314.0,4.0,1.0,1934.0,141.0,13.0,189.0,86.0,2199.0,145.0,19.0,2298.0,65.0,2266.0,97.0,Jun,Q1,2021.0,both
799,941,18_1,Nizamabad,6/1/2021,4889.0,682.0,54.0,4.0,4539.0,483.0,32.0,304.0,271.0,5099.0,491.0,39.0,5482.0,147.0,5330.0,299.0,Jun,Q1,2021.0,both
800,989,20_4,Peddapalli,6/1/2021,1958.0,468.0,3.0,2.0,1756.0,229.0,8.0,243.0,195.0,2115.0,257.0,59.0,2309.0,122.0,2236.0,195.0,Jun,Q1,2021.0,both
801,1037,20_3,Rajanna Sircilla,6/1/2021,1419.0,354.0,20.0,4.0,1346.0,114.0,6.0,163.0,168.0,1677.0,114.0,6.0,1716.0,81.0,1629.0,168.0,Jun,Q1,2021.0,both
802,1085,15_1,Rangareddy,6/1/2021,13192.0,1645.0,225.0,47.0,9323.0,4874.0,0.0,88.0,824.0,10145.0,4534.0,430.0,13413.0,1696.0,14342.0,767.0,Jun,Q1,2021.0,both
803,1133,17_2,Sangareddy,6/1/2021,4694.0,722.0,41.0,46.0,3849.0,1049.0,22.0,251.0,332.0,4386.0,1002.0,115.0,5145.0,358.0,5177.0,326.0,Jun,Q1,2021.0,both
804,1181,17_3,Siddipet,6/1/2021,3037.0,938.0,43.0,8.0,2821.0,309.0,3.0,686.0,207.0,3710.0,284.0,32.0,3896.0,130.0,3822.0,204.0,Jun,Q1,2021.0,both
805,1229,23_2,Suryapet,6/1/2021,2552.0,1178.0,6.0,2.0,2342.0,234.0,16.0,745.0,401.0,3436.0,246.0,56.0,3655.0,83.0,3328.0,410.0,Jun,Q1,2021.0,both
806,1277,15_3,Vikarabad,6/1/2021,3448.0,531.0,10.0,7.0,3153.0,355.0,34.0,284.0,170.0,3595.0,363.0,38.0,3846.0,150.0,3798.0,198.0,Jun,Q1,2021.0,both
807,1325,14_4,Wanaparthy,6/1/2021,1325.0,338.0,4.0,0.0,1207.0,134.0,12.0,209.0,105.0,1515.0,139.0,13.0,1629.0,38.0,1552.0,115.0,Jun,Q1,2021.0,both
808,1373,21_2,Warangal,6/1/2021,4585.0,1107.0,19.0,4.0,4018.0,726.0,8.0,533.0,430.0,4959.0,681.0,75.0,5486.0,229.0,5285.0,430.0,Jun,Q1,2021.0,both
809,1421,23_3,Yadadri Bhuvanagiri,6/1/2021,2053.0,590.0,12.0,20.0,1852.0,243.0,24.0,374.0,182.0,2405.0,243.0,27.0,2581.0,94.0,2482.0,193.0,Jun,Q1,2021.0,both
810,27,19_1,Adilabad,7/1/2021,1327.0,147.0,22.0,0.0,1223.0,163.0,13.0,12.0,85.0,1318.0,151.0,27.0,1458.0,38.0,1398.0,98.0,Jul,Q2,2021.0,both
811,75,22_2,Bhadradri Kothagudem,7/1/2021,2502.0,563.0,4.0,0.0,2167.0,401.0,36.0,260.0,205.0,2609.0,398.0,62.0,2933.0,136.0,2832.0,237.0,Jul,Q2,2021.0,both
812,124,16_1,Hyderabad,7/1/2021,19156.0,1754.0,465.0,570.0,15842.0,4732.0,268.0,2.0,1101.0,16553.0,4711.0,679.0,19704.0,2241.0,20628.0,1317.0,Jul,Q2,2021.0,both
813,172,20_2,Jagtial,7/1/2021,2667.0,303.0,14.0,0.0,2441.0,267.0,15.0,175.0,86.0,2697.0,252.0,35.0,2886.0,98.0,2888.0,96.0,Jul,Q2,2021.0,both
814,220,21_3,Jangoan,7/1/2021,1409.0,321.0,4.0,2.0,1287.0,136.0,2.0,185.0,126.0,1588.0,129.0,19.0,1687.0,49.0,1616.0,120.0,Jul,Q2,2021.0,both
815,268,21_7,Jayashankar Bhupalpally,7/1/2021,1814.0,552.0,2.0,1.0,1651.0,190.0,16.0,423.0,89.0,2154.0,185.0,30.0,2307.0,62.0,2268.0,101.0,Jul,Q2,2021.0,both
816,316,14_2,Jogulamba Gadwal,7/1/2021,1549.0,255.0,4.0,2.0,1474.0,97.0,12.0,142.0,85.0,1699.0,88.0,23.0,1747.0,63.0,1715.0,95.0,Jul,Q2,2021.0,both
817,364,18_2,Kamareddy,7/1/2021,2359.0,298.0,12.0,2.0,2172.0,227.0,10.0,104.0,158.0,2420.0,221.0,30.0,2546.0,125.0,2509.0,162.0,Jul,Q2,2021.0,both
818,412,20_1,Karimnagar,7/1/2021,2310.0,411.0,26.0,8.0,1976.0,469.0,20.0,149.0,141.0,2243.0,439.0,73.0,2597.0,158.0,2598.0,157.0,Jul,Q2,2021.0,both
819,460,22_1,Khammam,7/1/2021,3898.0,855.0,2.0,9.0,3444.0,586.0,50.0,387.0,297.0,4060.0,592.0,112.0,4583.0,181.0,4425.0,339.0,Jul,Q2,2021.0,both
820,508,19_4,Kumurambheem Asifabad,7/1/2021,692.0,121.0,2.0,0.0,629.0,78.0,21.0,12.0,75.0,709.0,87.0,19.0,765.0,50.0,721.0,94.0,Jul,Q2,2021.0,both
821,556,21_5,Mahabubabad,7/1/2021,1967.0,501.0,0.0,2.0,1829.0,151.0,13.0,168.0,309.0,2288.0,145.0,37.0,2411.0,59.0,2151.0,319.0,Jul,Q2,2021.0,both
822,604,14_1,Mahabubnagar,7/1/2021,3183.0,748.0,15.0,2.0,2837.0,432.0,27.0,286.0,366.0,3465.0,435.0,48.0,3800.0,148.0,3567.0,381.0,Jul,Q2,2021.0,both
823,652,19_3,Mancherial,7/1/2021,1629.0,353.0,20.0,3.0,1405.0,289.0,21.0,64.0,226.0,1658.0,291.0,56.0,1892.0,113.0,1766.0,239.0,Jul,Q2,2021.0,both
824,700,17_1,Medak,7/1/2021,1727.0,418.0,18.0,14.0,1550.0,223.0,21.0,181.0,202.0,1929.0,216.0,32.0,2060.0,117.0,1966.0,211.0,Jul,Q2,2021.0,both
825,748,15_2,Medchal_Malkajgiri,7/1/2021,17169.0,2447.0,492.0,189.0,12999.0,5822.0,2.0,51.0,1423.0,14267.0,5299.0,726.0,18222.0,2075.0,18951.0,1346.0,Jul,Q2,2021.0,both
826,797,14_3,Nagarkurnool,7/1/2021,1666.0,584.0,4.0,2.0,1531.0,173.0,22.0,278.0,252.0,2055.0,170.0,31.0,2206.0,50.0,1986.0,270.0,Jul,Q2,2021.0,both
827,845,23_1,Nalgonda,7/1/2021,4124.0,886.0,6.0,115.0,3684.0,538.0,129.0,359.0,421.0,4421.0,637.0,73.0,4951.0,180.0,4597.0,534.0,Jul,Q2,2021.0,both
828,894,19_2,Nirmal,7/1/2021,1836.0,217.0,18.0,8.0,1672.0,203.0,16.0,87.0,101.0,1851.0,187.0,41.0,2033.0,46.0,1964.0,115.0,Jul,Q2,2021.0,both
829,942,18_1,Nizamabad,7/1/2021,4589.0,491.0,135.0,7.0,4213.0,631.0,42.0,117.0,219.0,4541.0,599.0,82.0,5011.0,211.0,4963.0,259.0,Jul,Q2,2021.0,both
830,990,20_4,Peddapalli,7/1/2021,1565.0,297.0,13.0,2.0,1310.0,280.0,17.0,96.0,174.0,1550.0,269.0,58.0,1780.0,97.0,1696.0,181.0,Jul,Q2,2021.0,both
831,1038,20_3,Rajanna Sircilla,7/1/2021,1253.0,205.0,24.0,0.0,1131.0,159.0,1.0,68.0,123.0,1318.0,144.0,20.0,1425.0,57.0,1364.0,118.0,Jul,Q2,2021.0,both
832,1086,15_1,Rangareddy,7/1/2021,15406.0,2322.0,344.0,103.0,10746.0,6185.0,1.0,37.0,1206.0,11835.0,5609.0,731.0,16121.0,2054.0,17063.0,1112.0,Jul,Q2,2021.0,both
833,1134,17_2,Sangareddy,7/1/2021,4410.0,640.0,147.0,62.0,3381.0,1294.0,67.0,153.0,364.0,3882.0,1232.0,145.0,4836.0,423.0,4856.0,403.0,Jul,Q2,2021.0,both
834,1182,17_3,Siddipet,7/1/2021,2717.0,548.0,48.0,29.0,2473.0,357.0,35.0,311.0,166.0,2932.0,341.0,69.0,3191.0,151.0,3151.0,191.0,Jul,Q2,2021.0,both
835,1230,23_2,Suryapet,7/1/2021,2956.0,922.0,8.0,4.0,2699.0,322.0,18.0,459.0,392.0,3493.0,327.0,70.0,3732.0,158.0,3484.0,406.0,Jul,Q2,2021.0,both
836,1278,15_3,Vikarabad,7/1/2021,3168.0,639.0,34.0,6.0,2811.0,497.0,50.0,298.0,191.0,3283.0,477.0,87.0,3675.0,172.0,3616.0,231.0,Jul,Q2,2021.0,both
837,1326,14_4,Wanaparthy,7/1/2021,1260.0,314.0,9.0,0.0,1145.0,140.0,16.0,174.0,108.0,1416.0,139.0,28.0,1508.0,75.0,1469.0,114.0,Jul,Q2,2021.0,both
838,1374,21_2,Warangal,7/1/2021,4692.0,849.0,33.0,12.0,4074.0,810.0,34.0,321.0,347.0,4691.0,774.0,121.0,5317.0,269.0,5218.0,368.0,Jul,Q2,2021.0,both
839,1422,23_3,Yadadri Bhuvanagiri,7/1/2021,2253.0,491.0,6.0,51.0,1911.0,388.0,56.0,202.0,244.0,2353.0,400.0,48.0,2673.0,128.0,2518.0,283.0,Jul,Q2,2021.0,both
840,28,19_1,Adilabad,8/1/2021,1303.0,190.0,8.0,2.0,1143.0,193.0,20.0,18.0,129.0,1286.0,190.0,27.0,1475.0,28.0,1358.0,145.0,Aug,Q2,2021.0,both
841,76,22_2,Bhadradri Kothagudem,8/1/2021,2198.0,415.0,2.0,4.0,1863.0,399.0,54.0,134.0,169.0,2148.0,430.0,41.0,2519.0,100.0,2397.0,222.0,Aug,Q2,2021.0,both
842,125,16_1,Hyderabad,8/1/2021,20094.0,1975.0,609.0,685.0,16646.0,5155.0,540.0,2.0,1020.0,17551.0,5086.0,726.0,20970.0,2393.0,21849.0,1514.0,Aug,Q2,2021.0,both
843,173,20_2,Jagtial,8/1/2021,2509.0,231.0,37.0,3.0,2293.0,283.0,8.0,105.0,91.0,2479.0,266.0,35.0,2671.0,109.0,2685.0,95.0,Aug,Q2,2021.0,both
844,221,21_3,Jangoan,8/1/2021,1285.0,235.0,2.0,8.0,1195.0,104.0,16.0,118.0,97.0,1402.0,120.0,8.0,1481.0,49.0,1424.0,106.0,Aug,Q2,2021.0,both
845,269,21_7,Jayashankar Bhupalpally,8/1/2021,1463.0,250.0,8.0,0.0,1282.0,207.0,6.0,153.0,73.0,1487.0,204.0,30.0,1638.0,83.0,1648.0,73.0,Aug,Q2,2021.0,both
846,317,14_2,Jogulamba Gadwal,8/1/2021,1288.0,178.0,8.0,6.0,1203.0,123.0,6.0,66.0,82.0,1341.0,119.0,20.0,1405.0,75.0,1394.0,86.0,Aug,Q2,2021.0,both
847,365,18_2,Kamareddy,8/1/2021,2217.0,268.0,7.0,2.0,1972.0,289.0,22.0,100.0,111.0,2169.0,276.0,49.0,2408.0,86.0,2371.0,123.0,Aug,Q2,2021.0,both
848,413,20_1,Karimnagar,8/1/2021,2911.0,339.0,23.0,16.0,2433.0,586.0,20.0,78.0,172.0,2660.0,561.0,66.0,3066.0,223.0,3113.0,176.0,Aug,Q2,2021.0,both
849,461,22_1,Khammam,8/1/2021,3897.0,593.0,6.0,8.0,3306.0,754.0,39.0,186.0,219.0,3682.0,750.0,72.0,4338.0,166.0,4256.0,248.0,Aug,Q2,2021.0,both
850,509,19_4,Kumurambheem Asifabad,8/1/2021,669.0,123.0,0.0,0.0,620.0,59.0,23.0,2.0,88.0,708.0,70.0,14.0,772.0,20.0,683.0,109.0,Aug,Q2,2021.0,both
