,Unnamed: 0,dist_code,district,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,Mmm,quarter,fiscal_year,_merge
0,0,19_1,Adilabad,4/1/2019,1758.0,326.0,0.0,2.0,1697.0,116.0,77.0,13.0,183.0,1823.0,184.0,79.0,2061.0,25.0,1832.0,254.0,Apr,Q1,2019.0,both
1,48,22_2,Bhadradri Kothagudem,4/1/2019,3527.0,669.0,2.0,4.0,3409.0,234.0,231.0,74.0,254.0,3683.0,467.0,52.0,4096.0,106.0,3725.0,477.0,Apr,Q1,2019.0,both
2,97,16_1,Hyderabad,4/1/2019,24309.0,2957.0,284.0,1540.0,22081.0,3749.0,1518.0,0.0,1742.0,23082.0,5306.0,698.0,27121.0,1969.0,25973.0,3117.0,Apr,Q1,2019.0,both
3,145,20_2,Jagtial,4/1/2019,2786.0,440.0,2.0,0.0,2720.0,135.0,106.0,121.0,146.0,2951.0,245.0,30.0,3120.0,108.0,2986.0,242.0,Apr,Q1,2019.0,both
4,193,21_3,Jangoan,4/1/2019,1961.0,281.0,2.0,0.0,1939.0,72.0,72.0,48.0,113.0,2082.0,146.0,16.0,2209.0,35.0,2075.0,169.0,Apr,Q1,2019.0,both
5,241,21_7,Jayashankar Bhupalpally,4/1/2019,1552.0,309.0,0.0,0.0,1512.0,76.0,69.0,109.0,95.0,1696.0,145.0,20.0,1820.0,41.0,1701.0,160.0,Apr,Q1,2019.0,both
6,289,14_2,Jogulamba Gadwal,4/1/2019,2033.0,173.0,0.0,0.0,2017.0,67.0,22.0,47.0,53.0,2111.0,87.0,8.0,2162.0,44.0,2134.0,72.0,Apr,Q1,2019.0,both
7,337,18_2,Kamareddy,4/1/2019,3066.0,306.0,6.0,0.0,2995.0,142.0,49.0,64.0,128.0,3156.0,189.0,33.0,3322.0,56.0,3203.0,175.0,Apr,Q1,2019.0,both
8,385,20_1,Karimnagar,4/1/2019,3028.0,579.0,0.0,15.0,2897.0,278.0,112.0,60.0,275.0,3195.0,382.0,45.0,3514.0,108.0,3262.0,360.0,Apr,Q1,2019.0,both
9,433,22_1,Khammam,4/1/2019,5740.0,760.0,4.0,49.0,5628.0,345.0,228.0,86.0,266.0,5939.0,535.0,79.0,6412.0,141.0,6077.0,476.0,Apr,Q1,2019.0,both
10,481,19_4,Kumurambheem Asifabad,4/1/2019,1149.0,155.0,0.0,0.0,1136.0,27.0,53.0,0.0,88.0,1212.0,76.0,14.0,1288.0,16.0,1167.0,137.0,Apr,Q1,2019.0,both
11,529,21_5,Mahabubabad,4/1/2019,1945.0,297.0,1.0,2.0,1923.0,48.0,85.0,49.0,140.0,2087.0,144.0,14.0,2203.0,42.0,2030.0,215.0,Apr,Q1,2019.0,both
12,577,14_1,Mahabubnagar,4/1/2019,4550.0,660.0,0.0,0.0,4431.0,264.0,193.0,84.0,238.0,4714.0,450.0,44.0,5104.0,106.0,4802.0,408.0,Apr,Q1,2019.0,both
13,625,19_3,Mancherial,4/1/2019,2006.0,367.0,9.0,14.0,1924.0,178.0,112.0,12.0,170.0,2081.0,295.0,20.0,2330.0,66.0,2128.0,268.0,Apr,Q1,2019.0,both
14,673,17_1,Medak,4/1/2019,2240.0,439.0,2.0,0.0,2181.0,145.0,144.0,31.0,180.0,2374.0,273.0,34.0,2545.0,136.0,2363.0,318.0,Apr,Q1,2019.0,both
15,721,15_2,Medchal_Malkajgiri,4/1/2019,19273.0,3634.0,42.0,16.0,17309.0,3871.0,0.0,18.0,1767.0,18567.0,3684.0,695.0,21570.0,1395.0,21326.0,1639.0,Apr,Q1,2019.0,both
16,770,14_3,Nagarkurnool,4/1/2019,2200.0,496.0,0.0,0.0,2160.0,110.0,74.0,162.0,190.0,2483.0,194.0,19.0,2645.0,51.0,2440.0,256.0,Apr,Q1,2019.0,both
17,818,23_1,Nalgonda,4/1/2019,4656.0,744.0,2.0,12.0,4481.0,330.0,92.0,200.0,311.0,4947.0,399.0,68.0,5294.0,120.0,5035.0,379.0,Apr,Q1,2019.0,both
18,867,19_2,Nirmal,4/1/2019,1736.0,263.0,2.0,9.0,1678.0,121.0,55.0,70.0,86.0,1806.0,173.0,31.0,1980.0,30.0,1879.0,131.0,Apr,Q1,2019.0,both
19,915,18_1,Nizamabad,4/1/2019,4701.0,772.0,2.0,22.0,4493.0,481.0,188.0,110.0,225.0,4785.0,646.0,66.0,5426.0,71.0,5096.0,401.0,Apr,Q1,2019.0,both
20,963,20_4,Peddapalli,4/1/2019,2066.0,350.0,4.0,5.0,1993.0,146.0,62.0,69.0,155.0,2181.0,208.0,34.0,2371.0,54.0,2222.0,203.0,Apr,Q1,2019.0,both
21,1011,20_3,Rajanna Sircilla,4/1/2019,1577.0,215.0,0.0,0.0,1546.0,79.0,29.0,21.0,117.0,1683.0,104.0,5.0,1751.0,41.0,1648.0,144.0,Apr,Q1,2019.0,both
22,1059,15_1,Rangareddy,4/1/2019,17910.0,3011.0,76.0,22.0,15308.0,4429.0,0.0,4.0,1278.0,16110.0,4182.0,717.0,19542.0,1477.0,19856.0,1163.0,Apr,Q1,2019.0,both
23,1107,17_2,Sangareddy,4/1/2019,5291.0,1115.0,25.0,8.0,4854.0,842.0,282.0,56.0,405.0,5220.0,1072.0,147.0,6165.0,274.0,5808.0,631.0,Apr,Q1,2019.0,both
24,1155,17_3,Siddipet,4/1/2019,3112.0,496.0,0.0,0.0,3038.0,233.0,70.0,72.0,195.0,3276.0,279.0,53.0,3470.0,138.0,3353.0,255.0,Apr,Q1,2019.0,both
25,1203,23_2,Suryapet,4/1/2019,3295.0,676.0,1.0,2.0,3192.0,202.0,113.0,120.0,347.0,3606.0,295.0,71.0,3911.0,63.0,3526.0,448.0,Apr,Q1,2019.0,both
26,1251,15_3,Vikarabad,4/1/2019,3636.0,877.0,6.0,2.0,3502.0,341.0,481.0,74.0,123.0,3666.0,796.0,59.0,4412.0,109.0,3928.0,593.0,Apr,Q1,2019.0,both
27,1299,14_4,Wanaparthy,4/1/2019,1752.0,262.0,0.0,0.0,1722.0,72.0,58.0,64.0,98.0,1865.0,131.0,18.0,1992.0,22.0,1865.0,149.0,Apr,Q1,2019.0,both
28,1347,21_2,Warangal,4/1/2019,5371.0,999.0,3.0,6.0,5158.0,537.0,190.0,78.0,416.0,5564.0,725.0,90.0,6216.0,163.0,5792.0,587.0,Apr,Q1,2019.0,both
29,1395,23_3,Yadadri Bhuvanagiri,4/1/2019,2468.0,470.0,2.0,12.0,2398.0,198.0,56.0,81.0,219.0,2679.0,236.0,37.0,2899.0,53.0,2690.0,262.0,Apr,Q1,2019.0,both
30,1,19_1,Adilabad,5/1/2019,1870.0,190.0,0.0,9.0,1823.0,96.0,71.0,6.0,73.0,1883.0,159.0,27.0,2040.0,29.0,1926.0,143.0,May,Q1,2019.0,both
31,49,22_2,Bhadradri Kothagudem,5/1/2019,3364.0,828.0,2.0,2.0,3260.0,249.0,245.0,185.0,257.0,3635.0,487.0,74.0,4097.0,99.0,3708.0,488.0,May,Q1,2019.0,both
32,98,16_1,Hyderabad,5/1/2019,24949.0,3035.0,83.0,1755.0,21847.0,4028.0,1705.0,6.0,2236.0,23513.0,5501.0,806.0,27738.0,2084.0,26018.0,3804.0,May,Q1,2019.0,both
33,146,20_2,Jagtial,5/1/2019,2907.0,541.0,0.0,0.0,2831.0,178.0,67.0,137.0,235.0,3158.0,245.0,43.0,3376.0,72.0,3156.0,292.0,May,Q1,2019.0,both
34,194,21_3,Jangoan,5/1/2019,1617.0,313.0,0.0,0.0,1575.0,85.0,42.0,104.0,124.0,1773.0,132.0,23.0,1796.0,134.0,1784.0,146.0,May,Q1,2019.0,both
35,242,21_7,Jayashankar Bhupalpally,5/1/2019,1741.0,344.0,0.0,0.0,1703.0,84.0,58.0,141.0,99.0,1915.0,146.0,24.0,2048.0,37.0,1934.0,151.0,May,Q1,2019.0,both
36,290,14_2,Jogulamba Gadwal,5/1/2019,1684.0,193.0,0.0,0.0,1659.0,72.0,38.0,44.0,64.0,1755.0,106.0,10.0,1843.0,34.0,1777.0,100.0,May,Q1,2019.0,both
37,338,18_2,Kamareddy,5/1/2019,3080.0,378.0,10.0,2.0,3026.0,160.0,60.0,61.0,163.0,3208.0,223.0,39.0,3413.0,57.0,3257.0,213.0,May,Q1,2019.0,both
38,386,20_1,Karimnagar,5/1/2019,2846.0,753.0,0.0,14.0,2698.0,290.0,124.0,105.0,396.0,3080.0,440.0,93.0,3510.0,103.0,3133.0,480.0,May,Q1,2019.0,both
39,434,22_1,Khammam,5/1/2019,4989.0,926.0,0.0,56.0,4845.0,364.0,250.0,166.0,346.0,5274.0,626.0,65.0,5671.0,300.0,5399.0,572.0,May,Q1,2019.0,both
40,482,19_4,Kumurambheem Asifabad,5/1/2019,963.0,163.0,2.0,0.0,954.0,33.0,64.0,6.0,71.0,1023.0,96.0,7.0,1113.0,15.0,995.0,133.0,May,Q1,2019.0,both
41,530,21_5,Mahabubabad,5/1/2019,2126.0,415.0,0.0,0.0,2089.0,72.0,76.0,91.0,213.0,2347.0,151.0,43.0,2503.0,38.0,2257.0,284.0,May,Q1,2019.0,both
42,578,14_1,Mahabubnagar,5/1/2019,3975.0,823.0,4.0,2.0,3874.0,300.0,212.0,86.0,332.0,4199.0,518.0,78.0,4680.0,124.0,4288.0,516.0,May,Q1,2019.0,both
43,626,19_3,Mancherial,5/1/2019,1899.0,471.0,7.0,9.0,1828.0,174.0,142.0,18.0,224.0,2040.0,304.0,42.0,2316.0,70.0,2033.0,353.0,May,Q1,2019.0,both
44,674,17_1,Medak,5/1/2019,2134.0,453.0,0.0,0.0,2076.0,123.0,143.0,86.0,159.0,2303.0,262.0,22.0,2509.0,78.0,2294.0,293.0,May,Q1,2019.0,both
45,722,15_2,Medchal_Malkajgiri,5/1/2019,18836.0,3695.0,69.0,47.0,16642.0,4123.0,0.0,14.0,1868.0,17840.0,3864.0,929.0,21106.0,1541.0,20919.0,1728.0,May,Q1,2019.0,both
46,771,14_3,Nagarkurnool,5/1/2019,1816.0,470.0,0.0,0.0,1778.0,100.0,64.0,114.0,230.0,2075.0,179.0,32.0,2246.0,40.0,1998.0,288.0,May,Q1,2019.0,both
47,819,23_1,Nalgonda,5/1/2019,5141.0,1103.0,4.0,12.0,5001.0,367.0,126.0,302.0,464.0,5654.0,498.0,102.0,6163.0,97.0,5694.0,566.0,May,Q1,2019.0,both
48,868,19_2,Nirmal,5/1/2019,2424.0,276.0,0.0,8.0,2360.0,137.0,49.0,51.0,111.0,2482.0,181.0,45.0,2672.0,36.0,2560.0,148.0,May,Q1,2019.0,both
49,916,18_1,Nizamabad,5/1/2019,5795.0,900.0,4.0,25.0,5564.0,473.0,234.0,160.0,293.0,5966.0,673.0,85.0,6591.0,133.0,6212.0,512.0,May,Q1,2019.0,both
50,964,20_4,Peddapalli,5/1/2019,1893.0,374.0,4.0,2.0,1822.0,165.0,70.0,72.0,144.0,2006.0,249.0,18.0,2215.0,58.0,2067.0,206.0,May,Q1,2019.0,both
51,1012,20_3,Rajanna Sircilla,5/1/2019,1639.0,207.0,4.0,0.0,1611.0,62.0,25.0,37.0,115.0,1751.0,85.0,14.0,1810.0,40.0,1722.0,128.0,May,Q1,2019.0,both
52,1060,15_1,Rangareddy,5/1/2019,17962.0,3280.0,76.0,27.0,15060.0,4667.0,0.0,13.0,1605.0,15958.0,4454.0,903.0,19894.0,1451.0,19888.0,1457.0,May,Q1,2019.0,both
53,1108,17_2,Sangareddy,5/1/2019,5458.0,1157.0,5.0,2.0,5050.0,810.0,255.0,46.0,461.0,5379.0,1027.0,208.0,6313.0,309.0,5949.0,673.0,May,Q1,2019.0,both
54,1156,17_3,Siddipet,5/1/2019,3338.0,603.0,2.0,0.0,3236.0,252.0,60.0,103.0,292.0,3577.0,329.0,37.0,3837.0,106.0,3605.0,338.0,May,Q1,2019.0,both
55,1204,23_2,Suryapet,5/1/2019,4823.0,879.0,0.0,0.0,4721.0,219.0,77.0,240.0,445.0,5298.0,282.0,120.0,5549.0,153.0,5192.0,510.0,May,Q1,2019.0,both
56,1252,15_3,Vikarabad,5/1/2019,4075.0,954.0,4.0,0.0,3973.0,304.0,530.0,58.0,168.0,4154.0,815.0,64.0,4899.0,134.0,4351.0,682.0,May,Q1,2019.0,both
57,1300,14_4,Wanaparthy,5/1/2019,1587.0,298.0,0.0,0.0,1555.0,61.0,64.0,71.0,134.0,1734.0,129.0,22.0,1831.0,54.0,1693.0,192.0,May,Q1,2019.0,both
58,1348,21_2,Warangal,5/1/2019,6101.0,988.0,7.0,10.0,5784.0,635.0,150.0,117.0,420.0,6168.0,765.0,171.0,6897.0,209.0,6558.0,548.0,May,Q1,2019.0,both
59,1396,23_3,Yadadri Bhuvanagiri,5/1/2019,2404.0,595.0,0.0,16.0,2321.0,231.0,53.0,144.0,266.0,2695.0,285.0,35.0,2942.0,73.0,2709.0,306.0,May,Q1,2019.0,both
60,2,19_1,Adilabad,6/1/2019,1384.0,243.0,0.0,2.0,1352.0,105.0,93.0,0.0,79.0,1399.0,186.0,44.0,1599.0,30.0,1469.0,160.0,Jun,Q1,2019.0,both
61,50,22_2,Bhadradri Kothagudem,6/1/2019,2865.0,989.0,2.0,2.0,2750.0,259.0,273.0,248.0,328.0,3250.0,522.0,84.0,3740.0,118.0,3283.0,575.0,Jun,Q1,2019.0,both
62,99,16_1,Hyderabad,6/1/2019,28578.0,3210.0,58.0,1696.0,25563.0,4018.0,1640.0,0.0,2321.0,27197.0,5388.0,935.0,31319.0,2223.0,29698.0,3844.0,Jun,Q1,2019.0,both
63,147,20_2,Jagtial,6/1/2019,3173.0,697.0,0.0,0.0,3080.0,219.0,78.0,262.0,231.0,3512.0,281.0,73.0,3809.0,61.0,3573.0,297.0,Jun,Q1,2019.0,both
64,195,21_3,Jangoan,6/1/2019,1381.0,342.0,0.0,0.0,1367.0,68.0,71.0,105.0,112.0,1534.0,140.0,49.0,1679.0,44.0,1549.0,174.0,Jun,Q1,2019.0,both
65,243,21_7,Jayashankar Bhupalpally,6/1/2019,1571.0,637.0,0.0,0.0,1522.0,97.0,114.0,351.0,124.0,1964.0,209.0,33.0,2174.0,34.0,1980.0,228.0,Jun,Q1,2019.0,both
66,291,14_2,Jogulamba Gadwal,6/1/2019,1751.0,220.0,0.0,0.0,1725.0,54.0,37.0,46.0,109.0,1866.0,92.0,13.0,1920.0,51.0,1829.0,142.0,Jun,Q1,2019.0,both
67,339,18_2,Kamareddy,6/1/2019,2783.0,468.0,8.0,2.0,2722.0,132.0,124.0,71.0,212.0,2945.0,273.0,41.0,3173.0,88.0,2935.0,326.0,Jun,Q1,2019.0,both
68,387,20_1,Karimnagar,6/1/2019,2950.0,816.0,8.0,18.0,2793.0,344.0,148.0,130.0,377.0,3195.0,463.0,114.0,3693.0,99.0,3299.0,493.0,Jun,Q1,2019.0,both
69,435,22_1,Khammam,6/1/2019,4476.0,1114.0,4.0,54.0,4317.0,428.0,283.0,274.0,346.0,4840.0,671.0,133.0,5456.0,192.0,5037.0,611.0,Jun,Q1,2019.0,both
70,483,19_4,Kumurambheem Asifabad,6/1/2019,741.0,174.0,0.0,0.0,723.0,34.0,72.0,4.0,82.0,791.0,116.0,6.0,903.0,12.0,761.0,154.0,Jun,Q1,2019.0,both
71,531,21_5,Mahabubabad,6/1/2019,1746.0,521.0,0.0,2.0,1707.0,74.0,104.0,134.0,250.0,2046.0,174.0,49.0,2227.0,42.0,1923.0,346.0,Jun,Q1,2019.0,both
72,579,14_1,Mahabubnagar,6/1/2019,3619.0,897.0,6.0,0.0,3534.0,252.0,281.0,93.0,362.0,3877.0,520.0,117.0,4403.0,119.0,3897.0,625.0,Jun,Q1,2019.0,both
73,627,19_3,Mancherial,6/1/2019,1892.0,604.0,0.0,8.0,1801.0,172.0,177.0,53.0,301.0,2081.0,353.0,68.0,2447.0,57.0,2040.0,464.0,Jun,Q1,2019.0,both
74,675,17_1,Medak,6/1/2019,1908.0,548.0,4.0,2.0,1868.0,122.0,181.0,76.0,215.0,2117.0,295.0,48.0,2375.0,87.0,2072.0,390.0,Jun,Q1,2019.0,both
75,723,15_2,Medchal_Malkajgiri,6/1/2019,20110.0,3961.0,60.0,39.0,18033.0,3964.0,0.0,22.0,2151.0,19435.0,3715.0,964.0,22619.0,1551.0,22151.0,2019.0,Jun,Q1,2019.0,both
76,772,14_3,Nagarkurnool,6/1/2019,1818.0,515.0,0.0,0.0,1784.0,94.0,88.0,152.0,215.0,2119.0,189.0,23.0,2306.0,27.0,2038.0,295.0,Jun,Q1,2019.0,both
77,820,23_1,Nalgonda,6/1/2019,4514.0,1163.0,2.0,30.0,4364.0,346.0,172.0,337.0,490.0,5099.0,531.0,77.0,5572.0,137.0,5071.0,638.0,Jun,Q1,2019.0,both
78,869,19_2,Nirmal,6/1/2019,1705.0,394.0,2.0,10.0,1646.0,131.0,81.0,95.0,158.0,1850.0,203.0,58.0,2076.0,35.0,1879.0,232.0,Jun,Q1,2019.0,both
79,917,18_1,Nizamabad,6/1/2019,5427.0,1001.0,10.0,28.0,5212.0,509.0,243.0,223.0,279.0,5639.0,705.0,120.0,6332.0,134.0,5954.0,512.0,Jun,Q1,2019.0,both
80,965,20_4,Peddapalli,6/1/2019,2070.0,511.0,8.0,2.0,1998.0,183.0,68.0,167.0,175.0,2305.0,232.0,54.0,2530.0,61.0,2352.0,239.0,Jun,Q1,2019.0,both
81,1013,20_3,Rajanna Sircilla,6/1/2019,1493.0,293.0,0.0,0.0,1454.0,87.0,30.0,42.0,173.0,1656.0,109.0,21.0,1751.0,35.0,1589.0,197.0,Jun,Q1,2019.0,both
82,1061,15_1,Rangareddy,6/1/2019,19367.0,3656.0,95.0,35.0,16711.0,4376.0,0.0,21.0,2045.0,17798.0,4327.0,984.0,21387.0,1766.0,21210.0,1943.0,Jun,Q1,2019.0,both
83,1109,17_2,Sangareddy,6/1/2019,5119.0,1386.0,35.0,5.0,4735.0,783.0,388.0,84.0,555.0,5207.0,1125.0,189.0,6236.0,309.0,5632.0,913.0,Jun,Q1,2019.0,both
84,1157,17_3,Siddipet,6/1/2019,3279.0,699.0,6.0,4.0,3217.0,215.0,119.0,185.0,252.0,3599.0,307.0,80.0,3846.0,142.0,3646.0,342.0,Jun,Q1,2019.0,both
85,1205,23_2,Suryapet,6/1/2019,3432.0,1055.0,0.0,0.0,3360.0,215.0,102.0,381.0,429.0,4060.0,285.0,136.0,4370.0,117.0,3971.0,516.0,Jun,Q1,2019.0,both
86,1253,15_3,Vikarabad,6/1/2019,3203.0,830.0,2.0,4.0,3100.0,310.0,412.0,66.0,151.0,3271.0,695.0,73.0,3890.0,149.0,3484.0,555.0,Jun,Q1,2019.0,both
87,1301,14_4,Wanaparthy,6/1/2019,1517.0,460.0,0.0,0.0,1470.0,96.0,114.0,153.0,144.0,1739.0,210.0,20.0,1938.0,39.0,1733.0,244.0,Jun,Q1,2019.0,both
88,1349,21_2,Warangal,6/1/2019,5365.0,1275.0,16.0,10.0,5110.0,559.0,237.0,216.0,544.0,5688.0,771.0,197.0,6483.0,183.0,5912.0,754.0,Jun,Q1,2019.0,both
89,1397,23_3,Yadadri Bhuvanagiri,6/1/2019,2257.0,652.0,2.0,14.0,2195.0,188.0,65.0,121.0,356.0,2618.0,233.0,70.0,2855.0,70.0,2534.0,391.0,Jun,Q1,2019.0,both
90,3,19_1,Adilabad,7/1/2019,1264.0,197.0,0.0,9.0,1230.0,84.0,72.0,10.0,74.0,1299.0,151.0,20.0,1455.0,15.0,1328.0,142.0,Jul,Q2,2019.0,both
91,51,22_2,Bhadradri Kothagudem,7/1/2019,2767.0,650.0,0.0,2.0,2667.0,215.0,275.0,113.0,149.0,2908.0,466.0,43.0,3295.0,124.0,3001.0,418.0,Jul,Q2,2019.0,both
92,100,16_1,Hyderabad,7/1/2019,26435.0,2937.0,79.0,2326.0,24328.0,3561.0,2287.0,2.0,1599.0,25250.0,5829.0,688.0,29401.0,2376.0,27989.0,3788.0,Jul,Q2,2019.0,both
93,148,20_2,Jagtial,7/1/2019,2997.0,461.0,0.0,2.0,2958.0,92.0,113.0,134.0,163.0,3203.0,211.0,44.0,3351.0,109.0,3203.0,257.0,Jul,Q2,2019.0,both
94,196,21_3,Jangoan,7/1/2019,1318.0,247.0,0.0,2.0,1291.0,59.0,79.0,56.0,82.0,1401.0,148.0,18.0,1533.0,34.0,1412.0,155.0,Jul,Q2,2019.0,both
95,244,21_7,Jayashankar Bhupalpally,7/1/2019,1581.0,490.0,1.0,0.0,1537.0,77.0,104.0,238.0,116.0,1884.0,183.0,4.0,2028.0,44.0,1858.0,214.0,Jul,Q2,2019.0,both
96,292,14_2,Jogulamba Gadwal,7/1/2019,1861.0,165.0,2.0,0.0,1851.0,47.0,33.0,34.0,63.0,1944.0,68.0,16.0,1995.0,33.0,1937.0,91.0,Jul,Q2,2019.0,both
97,340,18_2,Kamareddy,7/1/2019,2144.0,354.0,0.0,4.0,2087.0,108.0,85.0,67.0,155.0,2275.0,203.0,22.0,2450.0,52.0,2268.0,234.0,Jul,Q2,2019.0,both
98,388,20_1,Karimnagar,7/1/2019,2745.0,528.0,0.0,25.0,2632.0,261.0,135.0,57.0,213.0,2848.0,373.0,77.0,3164.0,134.0,2958.0,340.0,Jul,Q2,2019.0,both
99,436,22_1,Khammam,7/1/2019,4114.0,714.0,0.0,41.0,3999.0,273.0,263.0,91.0,241.0,4278.0,522.0,69.0,4666.0,203.0,4379.0,490.0,Jul,Q2,2019.0,both
100,484,19_4,Kumurambheem Asifabad,7/1/2019,717.0,145.0,2.0,0.0,703.0,35.0,70.0,2.0,54.0,742.0,109.0,10.0,852.0,12.0,742.0,122.0,Jul,Q2,2019.0,both
101,532,21_5,Mahabubabad,7/1/2019,1664.0,436.0,0.0,0.0,1643.0,53.0,113.0,29.0,262.0,1885.0,174.0,41.0,2054.0,46.0,1729.0,371.0,Jul,Q2,2019.0,both
102,580,14_1,Mahabubnagar,7/1/2019,3578.0,716.0,2.0,0.0,3472.0,232.0,275.0,60.0,257.0,3721.0,495.0,80.0,4182.0,114.0,3783.0,513.0,Jul,Q2,2019.0,both
103,628,19_3,Mancherial,7/1/2019,1615.0,419.0,10.0,10.0,1558.0,123.0,142.0,28.0,203.0,1743.0,264.0,45.0,1992.0,62.0,1715.0,339.0,Jul,Q2,2019.0,both
104,676,17_1,Medak,7/1/2019,1550.0,414.0,0.0,0.0,1500.0,113.0,177.0,51.0,123.0,1665.0,272.0,27.0,1918.0,46.0,1666.0,298.0,Jul,Q2,2019.0,both
105,724,15_2,Medchal_Malkajgiri,7/1/2019,19433.0,3484.0,155.0,53.0,17691.0,3186.0,0.0,16.0,2232.0,19041.0,3411.0,653.0,21570.0,1555.0,20981.0,2144.0,Jul,Q2,2019.0,both
106,773,14_3,Nagarkurnool,7/1/2019,1970.0,482.0,0.0,0.0,1938.0,110.0,72.0,87.0,245.0,2246.0,173.0,32.0,2413.0,39.0,2147.0,305.0,Jul,Q2,2019.0,both
107,821,23_1,Nalgonda,7/1/2019,4398.0,956.0,2.0,71.0,4268.0,269.0,268.0,152.0,470.0,4795.0,545.0,85.0,5260.0,167.0,4711.0,716.0,Jul,Q2,2019.0,both
108,870,19_2,Nirmal,7/1/2019,1431.0,278.0,0.0,9.0,1381.0,105.0,93.0,44.0,95.0,1495.0,194.0,29.0,1680.0,38.0,1540.0,178.0,Jul,Q2,2019.0,both
109,918,18_1,Nizamabad,7/1/2019,4391.0,782.0,10.0,24.0,4236.0,340.0,277.0,97.0,257.0,4543.0,604.0,58.0,5075.0,132.0,4683.0,524.0,Jul,Q2,2019.0,both
110,966,20_4,Peddapalli,7/1/2019,1649.0,370.0,0.0,5.0,1589.0,113.0,80.0,97.0,145.0,1798.0,204.0,22.0,1959.0,65.0,1807.0,217.0,Jul,Q2,2019.0,both
111,1014,20_3,Rajanna Sircilla,7/1/2019,1230.0,224.0,0.0,0.0,1214.0,49.0,59.0,13.0,119.0,1333.0,109.0,11.0,1408.0,46.0,1282.0,172.0,Jul,Q2,2019.0,both
112,1062,15_1,Rangareddy,7/1/2019,18266.0,3038.0,72.0,39.0,15846.0,3762.0,0.0,10.0,1797.0,16907.0,3729.0,741.0,19700.0,1715.0,19726.0,1689.0,Jul,Q2,2019.0,both
113,1110,17_2,Sangareddy,7/1/2019,4687.0,1186.0,42.0,5.0,4386.0,619.0,433.0,31.0,451.0,4781.0,1011.0,126.0,5598.0,322.0,5069.0,851.0,Jul,Q2,2019.0,both
114,1158,17_3,Siddipet,7/1/2019,2781.0,525.0,0.0,2.0,2723.0,179.0,141.0,95.0,170.0,2960.0,306.0,42.0,3206.0,102.0,3011.0,297.0,Jul,Q2,2019.0,both
115,1206,23_2,Suryapet,7/1/2019,3144.0,803.0,0.0,2.0,3059.0,196.0,117.0,229.0,348.0,3565.0,298.0,77.0,3833.0,116.0,3490.0,459.0,Jul,Q2,2019.0,both
116,1254,15_3,Vikarabad,7/1/2019,3027.0,865.0,4.0,4.0,2950.0,233.0,507.0,50.0,160.0,3115.0,734.0,51.0,3746.0,154.0,3245.0,655.0,Jul,Q2,2019.0,both
117,1302,14_4,Wanaparthy,7/1/2019,1524.0,318.0,0.0,0.0,1495.0,80.0,54.0,72.0,141.0,1687.0,135.0,18.0,1790.0,52.0,1667.0,175.0,Jul,Q2,2019.0,both
118,1350,21_2,Warangal,7/1/2019,4805.0,929.0,2.0,10.0,4592.0,398.0,279.0,156.0,321.0,4987.0,674.0,85.0,5546.0,200.0,5171.0,575.0,Jul,Q2,2019.0,both
119,1398,23_3,Yadadri Bhuvanagiri,7/1/2019,2363.0,437.0,0.0,72.0,2286.0,187.0,137.0,37.0,225.0,2512.0,312.0,48.0,2805.0,67.0,2527.0,345.0,Jul,Q2,2019.0,both
120,4,19_1,Adilabad,8/1/2019,1137.0,209.0,1.0,4.0,1103.0,89.0,71.0,6.0,82.0,1181.0,145.0,25.0,1330.0,21.0,1203.0,148.0,Aug,Q2,2019.0,both
121,52,22_2,Bhadradri Kothagudem,8/1/2019,2149.0,558.0,0.0,2.0,2018.0,248.0,226.0,40.0,177.0,2205.0,457.0,47.0,2614.0,95.0,2310.0,399.0,Aug,Q2,2019.0,both
122,101,16_1,Hyderabad,8/1/2019,26643.0,2880.0,79.0,2086.0,24285.0,3870.0,2041.0,2.0,1490.0,25215.0,5740.0,717.0,29328.0,2360.0,28247.0,3441.0,Aug,Q2,2019.0,both
123,149,20_2,Jagtial,8/1/2019,2331.0,399.0,2.0,0.0,2254.0,170.0,92.0,76.0,140.0,2446.0,248.0,38.0,2658.0,74.0,2508.0,224.0,Aug,Q2,2019.0,both
124,197,21_3,Jangoan,8/1/2019,1313.0,248.0,0.0,4.0,1290.0,76.0,69.0,28.0,102.0,1406.0,134.0,25.0,1535.0,30.0,1408.0,157.0,Aug,Q2,2019.0,both
125,245,21_7,Jayashankar Bhupalpally,8/1/2019,1290.0,323.0,2.0,0.0,1252.0,106.0,80.0,84.0,93.0,1414.0,176.0,25.0,1569.0,46.0,1446.0,169.0,Aug,Q2,2019.0,both
126,293,14_2,Jogulamba Gadwal,8/1/2019,1660.0,185.0,2.0,0.0,1643.0,59.0,25.0,55.0,65.0,1757.0,79.0,11.0,1807.0,40.0,1763.0,84.0,Aug,Q2,2019.0,both
127,341,18_2,Kamareddy,8/1/2019,2267.0,255.0,2.0,0.0,2192.0,140.0,84.0,25.0,83.0,2284.0,220.0,20.0,2429.0,95.0,2363.0,161.0,Aug,Q2,2019.0,both
